NestID,Year,Species,Pasture,Patch,Patchsize_ha,Pasture_Patch_Year,PatchID,Treatment,Grazed,Sprayed,TSF,TSF_2,visitID,Visit#,Trials,Initiation,InitiationJulian,Date,JulianDate,JulDate_2,JulDate_3,ExpDays,Survive,Stage,HostEggs,HostChicks,ParasiteEggs,ParasiteChicks,#Chicks,ParasiteEggs?,ParasiteChicks?,Parasitised,NestSubstrate,SubstrateType,SubstrateGeneral,Conceal_above,Conceal_sides,Conceal_all,Substrate_ht,Substrate_wd,NestHt_rim,NestHt_bottom,CSG,FEAR,WSG,SDV,Forb,Legume,Bare,Wood,LitCov,MaxHt,#Shrubs,#PNShrubs,#PNClumps,#PNForbs,#PNSites,AvgLitDep,StDevLitDep,AvgRobel,StDevRobel,Patch%Herb,Patch%Imperv,Patch%Crop,Patch%Trees,Patch%Water,Pasture%Herb,Pasture%Imperv,Pasture%Crop,Pasture%Trees,Pasture%Water,Nest1000m_Herb,Nest1000m_Crop,Nest1000m_Trees,Nest1000m_TreesCrop,Nest500m_Herb,Nest500m_Crop,Nest500m_Trees,Nest500m_TreesCrop,Nest250m_Herb,Nest250m_Crop,Nest250m_Trees,Nest250m_CropTrees,TREE_DIST,TREE_DIST_2,CROP_DIST,CROP_DIST_2,ROAD_DIST,ROAD_DIST_2,1000m_treeedge,1000m_cropedge,1000m_roadedge,500m_treeedge,500m_cropedge,500m_roadedge,250m_treeedge,250m_cropedge,250_roadedge
LTR DICK 22 15,2015,DICK,LTR,E,131.64,LTR_E_2015,2015.LTR.E,SpraySeedGrazeBurn,Yes,Yes,0,0,5711,6,1,8/1/15,213,8/20/15,232,53824,12487168,1,1,Nestling,0,4,0,0,0,0,0,0,Buckbrush,Woody,Woody,50,0,10,8,5,34,25,15.2,0.4,1.2,0.8,48.2,43.6,88.4,7.6,13,10.8,1,1,0,1,2,0.266666667,0.457737708,3.2,2.462348045,0.559311965,0.006444199,0.045600362,0.38285562,0.005787854,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,56.61926244,5.216458034,36.82728051,42.04373855,70.94041514,2.529355042,24.98706161,27.51641665,87.08228114,0.174809659,1.89914202,2.07395168,78.285834,6128.671805,236.795929,56072.31199,119.311622,14235.26314,105.10279,19.84285,17.43368,113.27469,14.42021,26.64717,81.08063,2.93405,43.96221
LTR DICK 22 15,2015,DICK,LTR,E,131.64,LTR_E_2015,2015.LTR.E,SpraySeedGrazeBurn,Yes,Yes,0,0,5713,8,1,8/1/15,213,8/21/15,233,54289,12649337,1,1,Nestling,0,4,0,0,0,0,0,0,Buckbrush,Woody,Woody,50,0,10,8,5,34,25,15.2,0.4,1.2,0.8,48.2,43.6,88.4,7.6,13,10.8,1,1,0,1,2,0.266666667,0.457737708,3.2,2.462348045,0.559311965,0.006444199,0.045600362,0.38285562,0.005787854,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,56.61926244,5.216458034,36.82728051,42.04373855,70.94041514,2.529355042,24.98706161,27.51641665,87.08228114,0.174809659,1.89914202,2.07395168,78.285834,6128.671805,236.795929,56072.31199,119.311622,14235.26314,105.10279,19.84285,17.43368,113.27469,14.42021,26.64717,81.08063,2.93405,43.96221
LTR DICK 22 15,2015,DICK,LTR,E,131.64,LTR_E_2015,2015.LTR.E,SpraySeedGrazeBurn,Yes,Yes,0,0,5714,9,1,8/1/15,213,8/22/15,234,54756,12812904,1,1,Nestling,0,4,0,0,0,0,0,0,Buckbrush,Woody,Woody,50,0,10,8,5,34,25,15.2,0.4,1.2,0.8,48.2,43.6,88.4,7.6,13,10.8,1,1,0,1,2,0.266666667,0.457737708,3.2,2.462348045,0.559311965,0.006444199,0.045600362,0.38285562,0.005787854,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,56.61926244,5.216458034,36.82728051,42.04373855,70.94041514,2.529355042,24.98706161,27.51641665,87.08228114,0.174809659,1.89914202,2.07395168,78.285834,6128.671805,236.795929,56072.31199,119.311622,14235.26314,105.10279,19.84285,17.43368,113.27469,14.42021,26.64717,81.08063,2.93405,43.96221
LTR DICK 22 15,2015,DICK,LTR,E,131.64,LTR_E_2015,2015.LTR.E,SpraySeedGrazeBurn,Yes,Yes,0,0,7232,10,1,8/1/15,213,8/25/15,237,56169,13312053,3,1,Nestling,0,4,0,0,0,0,0,0,Buckbrush,Woody,Woody,50,0,10,8,5,34,25,15.2,0.4,1.2,0.8,48.2,43.6,88.4,7.6,13,10.8,1,1,0,1,2,0.266666667,0.457737708,3.2,2.462348045,0.559311965,0.006444199,0.045600362,0.38285562,0.005787854,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,56.61926244,5.216458034,36.82728051,42.04373855,70.94041514,2.529355042,24.98706161,27.51641665,87.08228114,0.174809659,1.89914202,2.07395168,78.285834,6128.671805,236.795929,56072.31199,119.311622,14235.26314,105.10279,19.84285,17.43368,113.27469,14.42021,26.64717,81.08063,2.93405,43.96221
LTR DICK 23 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5716,1,1,7/22/15,203,8/8/15,220,48400,10648000,1,1,Nestling,0,1,0,0,0,0,0,0,Prunus,Woody,Woody,95,85,87,138,57.5,47,35,67.2,3.2,1.2,29.2,17.8,43.8,43.6,19,57.6,17.2,50,11,0,0,11,0.9,1.355544171,9.45,4.18612998,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,49.26604567,6.842847343,42.81312042,49.65596776,65.49363762,2.873445944,30.24515106,33.118597,68.89207804,2.585751965,5.232936323,7.818688287,72.501042,5256.401091,82.273661,6768.955294,4.509819,20.33846741,91.62452,22.19918,16.41658,57.56763,15.43184,25.45638,79.22807,17.95401,50.86533
LTR DICK 23 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5717,2,1,7/22/15,203,8/9/15,221,48841,10793861,1,1,Nestling,0,1,0,0,0,0,0,0,Prunus,Woody,Woody,95,85,87,138,57.5,47,35,67.2,3.2,1.2,29.2,17.8,43.8,43.6,19,57.6,17.2,50,11,0,0,11,0.9,1.355544171,9.45,4.18612998,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,49.26604567,6.842847343,42.81312042,49.65596776,65.49363762,2.873445944,30.24515106,33.118597,68.89207804,2.585751965,5.232936323,7.818688287,72.501042,5256.401091,82.273661,6768.955294,4.509819,20.33846741,91.62452,22.19918,16.41658,57.56763,15.43184,25.45638,79.22807,17.95401,50.86533
LTR DICK 23 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5718,3,1,7/22/15,203,8/10/15,222,49284,10941048,1,1,Nestling,0,1,0,0,0,0,0,0,Prunus,Woody,Woody,95,85,87,138,57.5,47,35,67.2,3.2,1.2,29.2,17.8,43.8,43.6,19,57.6,17.2,50,11,0,0,11,0.9,1.355544171,9.45,4.18612998,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,49.26604567,6.842847343,42.81312042,49.65596776,65.49363762,2.873445944,30.24515106,33.118597,68.89207804,2.585751965,5.232936323,7.818688287,72.501042,5256.401091,82.273661,6768.955294,4.509819,20.33846741,91.62452,22.19918,16.41658,57.56763,15.43184,25.45638,79.22807,17.95401,50.86533
LTR DICK 23 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,6200,5,1,7/22/15,203,8/12/15,224,50176,11239424,2,1,Nestling,0,1,0,0,0,0,0,0,Prunus,Woody,Woody,95,85,87,138,57.5,47,35,67.2,3.2,1.2,29.2,17.8,43.8,43.6,19,57.6,17.2,50,11,0,0,11,0.9,1.355544171,9.45,4.18612998,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,49.26604567,6.842847343,42.81312042,49.65596776,65.49363762,2.873445944,30.24515106,33.118597,68.89207804,2.585751965,5.232936323,7.818688287,72.501042,5256.401091,82.273661,6768.955294,4.509819,20.33846741,91.62452,22.19918,16.41658,57.56763,15.43184,25.45638,79.22807,17.95401,50.86533
LTR DICK 23 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,7233,6,1,7/22/15,203,8/13/15,225,50625,11390625,1,1,Nestling,0,1,0,0,0,0,0,0,Prunus,Woody,Woody,95,85,87,138,57.5,47,35,67.2,3.2,1.2,29.2,17.8,43.8,43.6,19,57.6,17.2,50,11,0,0,11,0.9,1.355544171,9.45,4.18612998,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,49.26604567,6.842847343,42.81312042,49.65596776,65.49363762,2.873445944,30.24515106,33.118597,68.89207804,2.585751965,5.232936323,7.818688287,72.501042,5256.401091,82.273661,6768.955294,4.509819,20.33846741,91.62452,22.19918,16.41658,57.56763,15.43184,25.45638,79.22807,17.95401,50.86533
LTR DICK 25 15,2015,DICK,LTR,E,131.64,LTR_E_2015,2015.LTR.E,SpraySeedGrazeBurn,Yes,Yes,0,0,5722,1,1,7/31/15,212,8/13/15,225,50625,11390625,3,1,Incubation,4,0,0,0,0,0,0,0,Buckbrush,Woody,Woody,65,93.75,88,53,45,18.5,8.5,22.8,0,14.6,8.2,76.8,10.2,76.6,6.4,24.6,14.8,27,1,0,1,2,0.233333333,0.903696114,12,2.595542738,0.559311965,0.006444199,0.045600362,0.38285562,0.005787854,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,57.42051334,5.049893695,36.31445818,41.36435188,74.37487701,0.738799272,23.670016,24.40881527,83.09594682,0,2.96959367,2.96959367,127.503626,16257.17464,372.882518,139041.3722,287.172404,82467.98962,97.31413,17.84942,15.54854,104.62908,5.44427,20.70562,94.08491,0,0
LTR DICK 25 15,2015,DICK,LTR,E,131.64,LTR_E_2015,2015.LTR.E,SpraySeedGrazeBurn,Yes,Yes,0,0,5723,2,1,7/31/15,212,8/17/15,229,52441,12008989,4,1,Incubation,4,0,0,0,0,0,0,0,Buckbrush,Woody,Woody,65,93.75,88,53,45,18.5,8.5,22.8,0,14.6,8.2,76.8,10.2,76.6,6.4,24.6,14.8,27,1,0,1,2,0.233333333,0.903696114,12,2.595542738,0.559311965,0.006444199,0.045600362,0.38285562,0.005787854,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,57.42051334,5.049893695,36.31445818,41.36435188,74.37487701,0.738799272,23.670016,24.40881527,83.09594682,0,2.96959367,2.96959367,127.503626,16257.17464,372.882518,139041.3722,287.172404,82467.98962,97.31413,17.84942,15.54854,104.62908,5.44427,20.70562,94.08491,0,0
LTR DICK 25 15,2015,DICK,LTR,E,131.64,LTR_E_2015,2015.LTR.E,SpraySeedGrazeBurn,Yes,Yes,0,0,5724,3,1,7/31/15,212,8/19/15,231,53361,12326391,2,1,Nestling,0,4,0,0,0,0,0,0,Buckbrush,Woody,Woody,65,93.75,88,53,45,18.5,8.5,22.8,0,14.6,8.2,76.8,10.2,76.6,6.4,24.6,14.8,27,1,0,1,2,0.233333333,0.903696114,12,2.595542738,0.559311965,0.006444199,0.045600362,0.38285562,0.005787854,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,57.42051334,5.049893695,36.31445818,41.36435188,74.37487701,0.738799272,23.670016,24.40881527,83.09594682,0,2.96959367,2.96959367,127.503626,16257.17464,372.882518,139041.3722,287.172404,82467.98962,97.31413,17.84942,15.54854,104.62908,5.44427,20.70562,94.08491,0,0
LTR DICK 25 15,2015,DICK,LTR,E,131.64,LTR_E_2015,2015.LTR.E,SpraySeedGrazeBurn,Yes,Yes,0,0,6201,4,1,7/31/15,212,8/20/16,233,54289,12649337,1,0,Nestling,0,4,0,0,0,0,0,0,Buckbrush,Woody,Woody,65,93.75,88,53,45,18.5,8.5,22.8,0,14.6,8.2,76.8,10.2,76.6,6.4,24.6,14.8,27,1,0,1,2,0.233333333,0.903696114,12,2.595542738,0.559311965,0.006444199,0.045600362,0.38285562,0.005787854,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,57.42051334,5.049893695,36.31445818,41.36435188,74.37487701,0.738799272,23.670016,24.40881527,83.09594682,0,2.96959367,2.96959367,127.503626,16257.17464,372.882518,139041.3722,287.172404,82467.98962,97.31413,17.84942,15.54854,104.62908,5.44427,20.70562,94.08491,0,0
LTR DICK 26 15,2015,DICK,LTR,E,131.64,LTR_E_2015,2015.LTR.E,SpraySeedGrazeBurn,Yes,Yes,0,0,5726,1,1,8/8/15,220,8/26/15,238,56644,13481272,4,1,Incubation,4,0,0,0,0,0,0,0,Wild white indigo,Forb,Herbaceous,90,2.5,20,100,60,78,69,34.2,1,0.4,4.8,62.6,0,53.2,0,39.4,12.6,1,1,0,6,7,0.566666667,0.651006547,7.5,2.68524232,0.559311965,0.006444199,0.045600362,0.38285562,0.005787854,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,55.44814678,5.39756527,37.81367503,43.2112403,71.55343675,2.652856355,24.34513655,26.9979929,90.50832148,0,1.179974611,1.179974611,21.386867,457.3980801,248.380068,61692.65818,118.214554,13974.68078,101.97093,19.54542,17.24787,102.00846,14.87954,24.66611,59.97743,0,44.18543
LTR DICK 26 15,2015,DICK,LTR,E,131.64,LTR_E_2015,2015.LTR.E,SpraySeedGrazeBurn,Yes,Yes,0,0,5727,2,1,8/8/15,220,8/29/15,241,58081,13997521,3,1,Nestling,0,4,0,0,0,0,0,0,Wild white indigo,Forb,Herbaceous,90,2.5,20,100,60,78,69,34.2,1,0.4,4.8,62.6,0,53.2,0,39.4,12.6,1,1,0,6,7,0.566666667,0.651006547,7.5,2.68524232,0.559311965,0.006444199,0.045600362,0.38285562,0.005787854,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,55.44814678,5.39756527,37.81367503,43.2112403,71.55343675,2.652856355,24.34513655,26.9979929,90.50832148,0,1.179974611,1.179974611,21.386867,457.3980801,248.380068,61692.65818,118.214554,13974.68078,101.97093,19.54542,17.24787,102.00846,14.87954,24.66611,59.97743,0,44.18543
LTR DICK 26 15,2015,DICK,LTR,E,131.64,LTR_E_2015,2015.LTR.E,SpraySeedGrazeBurn,Yes,Yes,0,0,7235,3,1,8/8/15,220,9/1/15,244,59536,14526784,3,1,Nestling,0,4,0,0,0,0,0,0,Wild white indigo,Forb,Herbaceous,90,2.5,20,100,60,78,69,34.2,1,0.4,4.8,62.6,0,53.2,0,39.4,12.6,1,1,0,6,7,0.566666667,0.651006547,7.5,2.68524232,0.559311965,0.006444199,0.045600362,0.38285562,0.005787854,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,55.44814678,5.39756527,37.81367503,43.2112403,71.55343675,2.652856355,24.34513655,26.9979929,90.50832148,0,1.179974611,1.179974611,21.386867,457.3980801,248.380068,61692.65818,118.214554,13974.68078,101.97093,19.54542,17.24787,102.00846,14.87954,24.66611,59.97743,0,44.18543
LTR DICK 3 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5600,1,1,6/24/15,175,7/4/15,185,34225,6331625,3,0,Incubation,1,0,3,0,3,1,0,1,Honey locust,Woody,Woody,90,82.5,84,138.5,77,52,44,38.6,0,4.6,15.2,69.6,10.2,53,24.6,43.6,13.6,196,6,0,1,7,0.116666667,0.159985118,7.7,2.792848009,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,55.22408167,3.925688525,39.74650265,43.67219117,76.04891296,1.409272689,21.26976791,22.6790406,91.10375125,0,2.009235895,2.009235895,10.904521,118.9085782,381.098428,145236.0118,311.084803,96773.75466,92.67798,14.38966,14.29688,84.36756,6.16624,19.78501,65.48605,0,0
LTR DICK 4 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5610,1,1,6/22/15,173,7/4/15,185,34225,6331625,3,1,Incubation,4,0,0,0,0,0,0,0,Ironweed,Forb,Herbaceous,10,100,82,64,51,7,1.5,33.6,13.4,9.6,1.8,48.6,62.8,48.6,0,36.8,7.8,10,0,0,3,3,0.05,0.193649167,5.05,3.219594613,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,49.23370924,6.452931224,43.20153091,49.65446214,66.29587871,3.704089913,28.5354757,32.23956561,77.81115197,1.029431286,5.164989853,6.194421139,31.008968,961.5560964,178.17908,31747.78455,84.217078,7092.516227,87.68909,20.86592,15.42037,61.40113,14.47354,25.06237,75.36546,7.9712,47.58568
LTR DICK 4 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5611,2,1,6/22/15,173,7/7/15,188,35344,6644672,3,1,Incubation,4,0,0,0,0,0,0,0,Ironweed,Forb,Herbaceous,10,100,82,64,51,7,1.5,33.6,13.4,9.6,1.8,48.6,62.8,48.6,0,36.8,7.8,10,0,0,3,3,0.05,0.193649167,5.05,3.219594613,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,49.23370924,6.452931224,43.20153091,49.65446214,66.29587871,3.704089913,28.5354757,32.23956561,77.81115197,1.029431286,5.164989853,6.194421139,31.008968,961.5560964,178.17908,31747.78455,84.217078,7092.516227,87.68909,20.86592,15.42037,61.40113,14.47354,25.06237,75.36546,7.9712,47.58568
LTR DICK 4 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,7214,3,1,6/22/15,173,7/10/15,191,36481,6967871,3,0,Incubation,4,0,0,0,0,0,0,0,Ironweed,Forb,Herbaceous,10,100,82,64,51,7,1.5,33.6,13.4,9.6,1.8,48.6,62.8,48.6,0,36.8,7.8,10,0,0,3,3,0.05,0.193649167,5.05,3.219594613,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,49.23370924,6.452931224,43.20153091,49.65446214,66.29587871,3.704089913,28.5354757,32.23956561,77.81115197,1.029431286,5.164989853,6.194421139,31.008968,961.5560964,178.17908,31747.78455,84.217078,7092.516227,87.68909,20.86592,15.42037,61.40113,14.47354,25.06237,75.36546,7.9712,47.58568
LTR DICK 5 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5613,1,1,6/30/15,181,7/4/15,185,34225,6331625,3,1,Laying,2,0,0,0,0,0,0,0,Buckbrush,Woody,Woody,25,91.25,78,52,57,8,2,20.2,3.2,34.2,3,20.4,45.8,43.6,10.8,38.8,10.4,141,4,1,0,5,0,0,3.25,2.048748013,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,50.67016426,7.456646302,40.61985182,48.07649812,65.75695147,8.330496774,24.32469477,32.65519154,93.59329349,1.576190178,0.110318918,1.686509096,167.538409,28069.11849,205.279979,42139.86978,241.374967,58261.87469,81.70178,21.92917,13.54517,61.96148,17.10599,22.16672,31.34155,7.19806,6.5953
LTR DICK 5 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5614,2,1,6/30/15,181,7/7/15,188,35344,6644672,3,0,Incubation,4,0,0,0,0,0,0,0,Buckbrush,Woody,Woody,25,91.25,78,52,57,8,2,20.2,3.2,34.2,3,20.4,45.8,43.6,10.8,38.8,10.4,141,4,1,0,5,0,0,3.25,2.048748013,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,50.67016426,7.456646302,40.61985182,48.07649812,65.75695147,8.330496774,24.32469477,32.65519154,93.59329349,1.576190178,0.110318918,1.686509096,167.538409,28069.11849,205.279979,42139.86978,241.374967,58261.87469,81.70178,21.92917,13.54517,61.96148,17.10599,22.16672,31.34155,7.19806,6.5953
LTR DICK 6 15,2015,DICK,LTR,W,131.64,LTR_W_2015,2015.LTR.W,GrazeBurn,Yes,No,0,0,7215,1,1,7/7/15,188,7/11/15,192,36864,7077888,3,0,Laying,1,0,1,0,1,1,0,1,Buckbrush,Woody,Woody,60,91.25,85,52,57,12.5,6,31.6,10.8,43.2,19.6,10.8,26.6,10.8,10.8,86.2,9.2,55,3,1,1,5,1.216666667,1.552264091,2.35,1.496487115,0.487951047,0.007016038,0.097763066,0.402126519,0.00514333,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,49.61204342,9.633960186,39.43698517,49.07094536,62.77162998,7.991208744,27.73503591,35.72624466,76.49897833,19.47923672,0.113953897,19.59319062,123.316978,15207.07706,30.550654,933.3424598,321.813801,103564.1225,78.67093,22.93515,14.90293,73.98692,14.57663,19.35385,31.98153,25.68601,0
LTR DICK 7 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5617,1,1,7/1/15,182,7/10/15,191,36481,6967871,2,1,Incubation,3,0,1,0,1,1,0,1,Osage orange,Woody,Woody,50,100,90,131,126,27,18,36.2,3.4,43.6,17.8,33.6,4.4,22.2,34.8,79.2,13.8,255,16,0,0,16,0.8,1.346954236,6,2,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,52.44627515,4.857783959,41.61081329,46.46859725,69.21538976,4.320903232,25.03991253,29.36081577,92.04238348,0,0.108510959,0.108510959,25.102302,630.1255657,311.036011,96743.40014,223.797787,50085.44947,89.08211,17.16486,14.23098,71.95952,11.63067,22.67453,52.83805,0,20.54148
LTR DICK 7 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,7216,2,1,7/1/15,182,7/14/15,195,38025,7414875,4,0,Incubation,3,0,1,0,1,1,0,1,Osage orange,Woody,Woody,50,100,90,131,126,27,18,36.2,3.4,43.6,17.8,33.6,4.4,22.2,34.8,79.2,13.8,255,16,0,0,16,0.8,1.346954236,6,2,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,52.44627515,4.857783959,41.61081329,46.46859725,69.21538976,4.320903232,25.03991253,29.36081577,92.04238348,0,0.108510959,0.108510959,25.102302,630.1255657,311.036011,96743.40014,223.797787,50085.44947,89.08211,17.16486,14.23098,71.95952,11.63067,22.67453,52.83805,0,20.54148
LTR DICK 7.2 15,2015,DICK,LTR,W,131.64,LTR_W_2015,2015.LTR.W,GrazeBurn,Yes,No,0,0,5619,1,1,6/29/15,180,7/15/15,196,38416,7529536,3,1,Incubation,4,0,0,0,0,0,0,0,Osage orange,Woody,Woody,90,100,98,150,88,75.5,65,8.2,3.2,45.6,5.2,19.6,3.2,47.5,33.6,53.75,10.6,259,20,9,1,30,2.9,6.366626153,7.9,4.541040919,0.487951047,0.007016038,0.097763066,0.402126519,0.00514333,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,49.20757,9.945641735,39.55237291,49.49801465,60.74075704,7.991208744,29.73874263,37.72995137,74.1333699,22.21788198,0.002077037,22.21995902,136.770993,18706.30453,23.232456,539.7470118,303.421855,92064.82209,77.91827,23.70945,14.82243,73.55557,14.57663,20.12144,29.32944,27.097,0
LTR DICK 7.2 15,2015,DICK,LTR,W,131.64,LTR_W_2015,2015.LTR.W,GrazeBurn,Yes,No,0,0,7217,2,1,6/29/15,180,7/17/15,198,39204,7762392,2,0,Nestling,0,4,0,0,0,0,0,0,Osage orange,Woody,Woody,90,100,98,150,88,75.5,65,8.2,3.2,45.6,5.2,19.6,3.2,47.5,33.6,53.75,10.6,259,20,9,1,30,2.9,6.366626153,7.9,4.541040919,0.487951047,0.007016038,0.097763066,0.402126519,0.00514333,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,49.20757,9.945641735,39.55237291,49.49801465,60.74075704,7.991208744,29.73874263,37.72995137,74.1333699,22.21788198,0.002077037,22.21995902,136.770993,18706.30453,23.232456,539.7470118,303.421855,92064.82209,77.91827,23.70945,14.82243,73.55557,14.57663,20.12144,29.32944,27.097,0
LTR DICK 8 15,2015,DICK,LTR,W,131.64,LTR_W_2015,2015.LTR.W,GrazeBurn,Yes,No,0,0,5621,1,1,7/4/15,185,7/16/15,197,38809,7645373,2,1,Incubation,3,0,0,0,0,0,0,0,Buckbrush,Woody,Woody,50,98.75,89,56.5,45.5,13,5.5,43.6,5,62.6,22.8,20.4,31,63,9.6,20.4,8.6,36,2,5,1,8,0.066666667,0.114434427,2.4,1.273205652,0.487951047,0.007016038,0.097763066,0.402126519,0.00514333,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,47.72633674,9.700109876,41.4502785,51.15038838,55.83423743,8.181145782,34.29952923,42.48067501,78.00979133,13.86677623,2.560754216,16.42753045,170.352018,29019.81004,153.525915,23570.20658,181.244171,32849.44952,78.3164,26.12456,13.31972,59.63003,16.1829,23.69563,28.34755,22.87515,34.11677
LTR DICK 8 15,2015,DICK,LTR,W,131.64,LTR_W_2015,2015.LTR.W,GrazeBurn,Yes,No,0,0,7218,2,1,7/4/15,185,7/19/15,200,40000,8000000,3,0,Incubation,3,0,0,0,0,0,0,0,Buckbrush,Woody,Woody,50,98.75,89,56.5,45.5,13,5.5,43.6,5,62.6,22.8,20.4,31,63,9.6,20.4,8.6,36,2,5,1,8,0.066666667,0.114434427,2.4,1.273205652,0.487951047,0.007016038,0.097763066,0.402126519,0.00514333,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,47.72633674,9.700109876,41.4502785,51.15038838,55.83423743,8.181145782,34.29952923,42.48067501,78.00979133,13.86677623,2.560754216,16.42753045,170.352018,29019.81004,153.525915,23570.20658,181.244171,32849.44952,78.3164,26.12456,13.31972,59.63003,16.1829,23.69563,28.34755,22.87515,34.11677
LTR DICK 9 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5623,1,1,7/5/15,186,7/16/15,197,38809,7645373,1,1,Incubation,4,0,0,0,0,0,0,0,Buckbrush,Woody,Woody,95,85,87,69,42.5,22.5,13,36.2,0.2,27.2,2.2,72.2,20.2,88.6,4,8.2,11.6,31,2,0,0,2,0,0,6.5,3.284733427,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,56.96567232,4.695713589,37.24562591,41.94133949,75.51621814,0.574821516,22.68384642,23.25866793,84.44723611,0,2.725599637,2.725599637,89.844985,8072.12133,371.554957,138053.0861,295.112782,87091.5541,95.87544,16.96785,15.1944,96.56402,4.25241,20.40562,94.46903,0,0
