Year,Pasture_Patch,Pasture_Patch_Year,Pasture_Patch_Year_Transect,Robel.N,Robel.E,Robel.S,Robel.W,Litter,Litter_2,Litter_3,Litter_depth,Bare,WSG,Fescue,Sedges,CSG,CSG_FEAR,Forbs,Legumes,Woody,Violets,Panic,Seed_cover,Seed_mix,SDV,TALLEST,,
2013,STE_S,STE_S_2013,STE_S_2013,7,5,5,4,86,0,0,3.5,0,0,63,0,16,0,16,3,0,0,0,0,0,0,0,306.7282855,1372878200
2013,STE_S,STE_S_2013,STE_S_2013,3,1,4,4,63,0,0,1.5,0,3,63,0,16,0,3,16,0,0,0,0,0,0,0,306.0769613,1372878370
2013,STE_S,STE_S_2013,STE_S_2013,3,2,3,4,86,0,0,3.5,0,0,98,0,3,0,1,3,0,0,0,0,0,0,0,311.7096621,1372878637
2013,STE_S,STE_S_2013,STE_S_2013,4,2,2,3,86,0,0,1.5,0,16,16,86,63,0,0,0,0,0,0,0,0,0,0,310.3396189,1372878780
2013,STE_S,STE_S_2013,STE_S_2013,4,5,3,3,86,0,0,2.5,0,3,86,0,0,0,16,3,0,0,0,0,0,0,0,311.5218333,1372878975
2013,STE_S,STE_S_2013,STE_S_2013,4,2,2,2,16,0,0,0,63,3,38,3,16,0,16,0,0,0,0,0,0,0,0,312.6504934,1372879108
2013,STE_S,STE_S_2013,STE_S_2013,4,6,3,5,86,0,0,2.5,0,0,86,0,3,0,3,0,0,0,0,0,0,0,0,311.3540546,1372879258
2013,STE_S,STE_S_2013,STE_S_2013,2,1,2,3,86,0,0,1,3,0,63,0,0,0,16,16,0,0,0,0,0,0,0,313.0746725,1372879391
2013,STE_S,STE_S_2013,STE_S_2013,2,3,3,1,63,0,0,4.5,16,0,63,86,38,0,3,0,0,0,0,0,0,0,0,313.6541476,1372879557
2013,RIS_N,RIS_N_2013,RIS_N_2013,5,4,5,4,86,0,0,2,0,16,38,0,16,0,0,63,0,0,0,0,0,0,0,320.0960074,1373304688
2013,RIS_N,RIS_N_2013,RIS_N_2013,3,3,3,2,86,0,0,2.25,3,3,38,63,16,0,3,38,0,0,0,0,0,0,0,318.9962924,1373304801
2013,RIS_N,RIS_N_2013,RIS_N_2013,4,4,6,4,98,0,0,2.25,0,16,63,3,3,0,3,16,0,0,0,0,0,0,0,318.5166401,1373304915
2013,RIS_N,RIS_N_2013,RIS_N_2013,4,4,6,5,98,0,0,4.5,0,16,63,0,3,0,16,3,16,0,0,0,0,0,0,316.3282022,1373305034
2013,RIS_N,RIS_N_2013,RIS_N_2013,5,4,4,4,86,0,0,4.75,0,38,16,0,16,0,16,16,0,0,0,0,0,0,0,312.6596549,1373305168
2013,RIS_N,RIS_N_2013,RIS_N_2013,20,11,6,4,98,0,0,3.75,0,0,63,0,3,0,38,3,38,0,0,0,0,0,0,309.9919654,1373305296
2013,RIS_N,RIS_N_2013,RIS_N_2013,4,6,6,7,98,0,0,4.75,0,0,86,0,3,0,3,0,16,0,0,0,0,0,0,308.5835541,1373305440
2013,RIS_N,RIS_N_2013,RIS_N_2013,6,5,6,5,98,0,0,4.5,0,0,16,16,38,0,38,0,38,0,0,0,0,0,0,306.5074473,1373305620
2013,RIS_N,RIS_N_2013,RIS_N_2013,6,6,4,4,86,0,0,4.5,0,3,38,0,3,0,3,3,63,0,0,0,0,0,0,307.8418954,1373305832
2013,RIS_N,RIS_N_2013,RIS_N_2013,4,3,4,3,86,0,0,2,0,0,63,86,16,0,16,16,0,0,0,0,0,0,0,310.2581198,1373305988
2013,RIS_N,RIS_N_2013,RIS_N_2013,5,4,7,6,98,0,0,9,0,3,38,0,3,0,16,16,16,0,0,0,0,0,0,313.5160628,1373306148
2013,RIS_N,RIS_N_2013,RIS_N_2013,5,3,3,4,98,0,0,4,0,3,16,0,3,0,0,86,0,0,0,0,0,0,0,316.5316486,1373306294
2013,RIS_N,RIS_N_2013,RIS_N_2013,3,2,2,3,98,0,0,5,0,0,86,63,3,0,0,3,0,0,0,0,0,0,0,317.5015267,1373306436
2013,RIS_N,RIS_N_2013,RIS_N_2013,3,3,2,4,98,0,0,6,0,16,63,3,16,0,3,16,0,0,0,0,0,0,0,316.6840351,1373306557
2013,RIS_N,RIS_N_2013,RIS_N_2013,6,5,6,5,86,0,0,3.5,0,16,16,0,16,0,38,38,0,0,0,0,0,0,0,314.5146792,1373306700
2013,RIS_N,RIS_N_2013,RIS_N_2013,4,9,5,3,98,0,0,5,0,0,63,0,16,0,3,16,38,0,0,0,0,0,0,307.4128461,1373307119
2013,RIS_N,RIS_N_2013,RIS_N_2013,4,6,4,3,86,0,0,4.75,3,16,38,63,16,0,16,38,0,0,0,0,0,0,0,308.07947,1373307312
2013,RIS_N,RIS_N_2013,RIS_N_2013,7,4,6,6,98,0,0,5.25,0,16,16,16,3,0,63,3,16,0,0,0,0,0,0,309.554503,1373307443
2013,RIS_N,RIS_N_2013,RIS_N_2013,3,2,4,3,63,0,0,1,0,38,16,0,3,0,16,38,0,0,0,0,0,0,0,310.2739959,1373307601
2013,RIS_N,RIS_N_2013,RIS_N_2013,3,3,4,4,86,0,0,3,0,16,16,38,38,0,16,16,0,0,0,0,0,0,0,312.8883851,1373307721
2013,RIS_N,RIS_N_2013,RIS_N_2013,3,2,3,2,86,0,0,5.5,0,16,63,63,3,0,16,3,0,0,0,0,0,0,0,315.3725329,1373308371
2013,RIS_N,RIS_N_2013,RIS_N_2013,3,6,4,3,63,0,0,3.5,16,3,16,16,16,0,38,16,0,0,0,0,0,0,0,315.961707,1373308499
2013,RIS_N,RIS_N_2013,RIS_N_2013,2,4,3,2,86,0,0,0.25,3,0,38,0,38,0,16,38,0,0,0,0,0,0,0,314.6625736,1373308641
2013,RIS_N,RIS_N_2013,RIS_N_2013,4,4,4,4,86,0,0,4.25,0,63,3,63,38,0,16,1,16,0,0,0,0,0,0,314.9279449,1373308845
2013,RIS_N,RIS_N_2013,RIS_N_2013,4,3,4,4,98,0,0,4,0,38,63,0,16,0,0,16,0,0,0,0,0,0,0,313.9654833,1373308988
2013,RIS_N,RIS_N_2013,RIS_N_2013,5,9,4,3,98,0,0,2.5,0,16,63,0,16,0,16,3,0,0,0,0,0,0,0,311.5337513,1373309107
2013,RIS_N,RIS_N_2013,RIS_N_2013,5,5,4,8,98,0,0,3,0,0,38,0,3,0,3,16,63,0,0,0,0,0,0,308.3612151,1373309252
2013,RIS_N,RIS_N_2013,RIS_N_2013,6,5,6,5,86,0,0,1.75,0,0,38,86,16,0,16,0,63,0,0,0,0,0,0,305.3641348,1373309391
2013,RIS_N,RIS_N_2013,RIS_N_2013,12,2,2,4,98,0,0,3,0,0,63,0,16,0,16,16,16,0,0,0,0,0,0,303.6083702,1373309547
2013,RIS_N,RIS_N_2013,RIS_N_2013,9,9,8,10,98,0,0,1,0,0,38,86,16,0,63,0,0,0,0,0,0,0,0,301.5649774,1373309717
2013,RIS_C,RIS_C_2013,RIS_C_2013,4,3,4,4,63,0,0,4.5,16,63,3,3,3,0,3,16,16,0,0,0,0,0,0,305.0557854,1373310246
2013,RIS_C,RIS_C_2013,RIS_C_2013,5,5,5,4,86,0,0,4.5,16,86,3,38,3,0,3,3,0,0,0,0,0,0,0,307.6064028,1373310471
2013,RIS_C,RIS_C_2013,RIS_C_2013,4,6,6,6,63,0,0,0.75,3,16,3,63,16,0,63,16,16,0,0,0,0,0,0,302.749171,1373310610
2013,RIS_C,RIS_C_2013,RIS_C_2013,4,2,2,2,86,0,0,1,0,38,0,63,38,0,3,38,0,0,0,0,0,0,0,304.6054399,1373310834
2013,RIS_C,RIS_C_2013,RIS_C_2013,4,4,5,4,86,0,0,2.75,0,86,0,0,3,0,16,3,0,0,0,0,0,0,0,311.4882269,1373311008
2013,RIS_C,RIS_C_2013,RIS_C_2013,6,4,3,6,86,0,0,2.5,0,63,0,0,3,0,38,3,3,0,0,0,0,0,0,309.2222588,1373311168
2013,RIS_C,RIS_C_2013,RIS_C_2013,4,4,4,3,86,0,0,2.75,0,98,3,3,3,0,3,3,0,0,0,0,0,0,0,306.5312602,1373311355
2013,RIS_C,RIS_C_2013,RIS_C_2013,5,5,4,3,63,0,0,1,16,16,16,16,16,0,16,38,0,0,0,0,0,0,0,313.7847362,1373312333
2013,RIS_C,RIS_C_2013,RIS_C_2013,10,6,5,4,86,0,0,2,0,63,16,0,3,0,38,3,38,0,0,0,0,0,0,314.2232855,1373312511
2013,RIS_C,RIS_C_2013,RIS_C_2013,4,8,6,4,98,0,0,9.25,0,3,38,63,38,0,38,16,0,0,0,0,0,0,0,307.0760001,1373312681
2013,RIS_C,RIS_C_2013,RIS_C_2013,5,11,5,4,86,0,0,4.5,3,38,3,0,3,0,38,16,0,0,0,0,0,0,0,305.8577184,1373312905
2013,RIS_C,RIS_C_2013,RIS_C_2013,4,7,3,3,86,0,0,2.75,0,3,63,0,3,0,16,16,0,0,0,0,0,0,0,310.8497241,1373313092
2013,RIS_C,RIS_C_2013,RIS_C_2013,3,2,4,3,63,0,0,2,3,16,16,3,16,0,16,63,0,0,0,0,0,0,0,318.538733,1373313746
2013,RIS_C,RIS_C_2013,RIS_C_2013,4,6,4,4,86,0,0,2.5,0,16,38,0,38,0,16,38,0,0,0,0,0,0,0,318.4328477,1373313871
2013,RIS_C,RIS_C_2013,RIS_C_2013,4,3,3,3,63,0,0,4,16,16,38,63,38,0,16,38,0,0,0,0,0,0,0,317.4906292,1373313986
2013,RIS_C,RIS_C_2013,RIS_C_2013,5,3,4,3,63,0,0,2,3,16,38,38,16,0,38,3,0,0,0,0,0,0,0,317.6527255,1373314103
2013,RIS_C,RIS_C_2013,RIS_C_2013,3,4,5,4,86,0,0,1.5,0,38,38,0,16,0,16,38,0,0,0,0,0,0,0,316.5760064,1373314222
2013,RIS_C,RIS_C_2013,RIS_C_2013,4,3,6,3,63,0,0,1,16,63,16,86,16,0,16,3,0,0,0,0,0,0,0,314.7230002,1373314345
2013,RIS_C,RIS_C_2013,RIS_C_2013,5,5,4,3,86,0,0,1,3,38,38,63,16,0,0,63,0,0,0,0,0,0,0,313.1905186,1373314461
2013,RIS_C,RIS_C_2013,RIS_C_2013,8,4,5,3,86,0,0,1,0,0,86,86,16,0,16,3,0,0,0,0,0,0,0,310.8584799,1373314618
2013,RIS_C,RIS_C_2013,RIS_C_2013,4,6,6,3,98,0,0,14,0,0,98,0,1,0,3,0,0,0,0,0,0,0,0,314.9602681,1373314807
2013,RIS_C,RIS_C_2013,RIS_C_2013,5,5,6,5,86,0,0,3,0,0,38,0,3,0,38,3,16,0,0,0,0,0,0,316.2531986,1373314934
2013,RIS_C,RIS_C_2013,RIS_C_2013,2,2,2,2,16,0,0,0.25,63,16,3,63,38,0,3,16,0,0,0,0,0,0,0,318.2035118,1373315058
2013,RIS_C,RIS_C_2013,RIS_C_2013,3,3,3,4,86,0,0,1.75,3,16,38,0,3,0,16,63,0,0,0,0,0,0,0,320.1956413,1373315172
2013,RIS_C,RIS_C_2013,RIS_C_2013,3,3,3,2,86,0,0,1,0,16,63,0,3,0,3,38,0,0,0,0,0,0,0,321.0889929,1373315313
2013,RIS_C,RIS_C_2013,RIS_C_2013,1,1,2,1,63,0,0,0.25,3,0,38,0,16,0,3,38,0,0,0,0,0,0,0,321.439513,1373315444
2013,RIS_C,RIS_C_2013,RIS_C_2013,3,2,2,2,63,0,0,1.5,16,16,38,0,16,0,3,38,0,0,0,0,0,0,0,320.6668357,1373315548
2013,RIN_S,RIN_S_2013,RIN_S_2013,9,7,6,10,38,0,0,0.25,38,3,0,86,3,0,63,3,3,3,0,0,0,0,0,301.1900553,1372772642
2013,RIN_S,RIN_S_2013,RIN_S_2013,13,12,10,11,38,0,0,0.25,38,3,0,3,3,0,38,63,0,0,0,0,0,0,0,302.1969328,1372772858
2013,RIN_S,RIN_S_2013,RIN_S_2013,12,10,11,11,1,0,0,0,63,3,0,0,0,0,63,16,0,0,0,0,0,0,0,302.3566306,1372773041
2013,RIN_S,RIN_S_2013,RIN_S_2013,4,4,3,4,86,0,0,3,3,86,0,86,3,0,3,3,0,0,0,0,0,0,0,302.6717859,1372773221
2013,RIN_S,RIN_S_2013,RIN_S_2013,4,5,6,5,86,0,0,5.25,3,63,0,16,3,0,16,16,0,0,0,0,0,0,0,303.4155281,1372773367
2013,RIN_S,RIN_S_2013,RIN_S_2013,4,5,6,7,86,0,0,4.25,0,86,0,0,0,0,38,0,0,0,0,0,0,0,0,304.6590635,1372773521
2013,RIN_S,RIN_S_2013,RIN_S_2013,3,4,4,4,98,0,0,5.75,0,98,0,0,0,0,3,0,0,0,0,0,0,0,0,306.0012245,1372773705
2013,RIN_S,RIN_S_2013,RIN_S_2013,5,5,4,6,98,0,0,7,1,86,0,98,3,0,38,0,0,0,0,0,0,0,0,307.0544306,1372773867
2013,RIN_S,RIN_S_2013,RIN_S_2013,4,3,2,4,63,0,0,4,16,63,0,0,3,0,3,3,0,0,0,0,0,0,0,307.9795284,1372774009
2013,RIN_S,RIN_S_2013,RIN_S_2013,4,5,5,5,86,0,0,10,3,98,0,0,1,0,1,0,0,0,0,0,0,0,0,308.7224386,1372774145
2013,RIN_S,RIN_S_2013,RIN_S_2013,5,5,6,6,98,0,0,3.75,3,98,0,86,3,0,0,0,0,0,0,0,0,0,0,308.2476608,1372774307
2013,RIN_S,RIN_S_2013,RIN_S_2013,4,4,3,5,86,0,0,3,3,86,0,63,16,0,16,0,0,0,0,0,0,0,0,309.8103947,1372774509
2013,RIN_S,RIN_S_2013,RIN_S_2013,4,6,3,5,63,0,0,1.75,16,63,0,63,38,0,16,3,0,0,0,0,0,0,0,310.3756027,1372774667
2013,RIN_S,RIN_S_2013,RIN_S_2013,3,4,3,3,86,0,0,5.75,16,86,0,86,16,0,3,0,0,0,0,0,0,0,0,309.2678082,1372774802
2013,RIN_S,RIN_S_2013,RIN_S_2013,4,6,6,6,86,0,0,7.75,3,63,0,86,3,0,38,0,0,0,0,0,0,0,0,315.1516385,1372776273
2013,RIN_S,RIN_S_2013,RIN_S_2013,3,4,4,4,63,0,0,8.5,16,38,0,63,3,0,63,3,0,0,0,0,0,0,0,313.6166893,1372776463
2013,RIN_S,RIN_S_2013,RIN_S_2013,4,4,4,5,63,0,0,9,3,63,0,98,3,0,38,3,0,0,0,0,0,0,0,313.2052091,1372776640
2013,RIN_S,RIN_S_2013,RIN_S_2013,7,6,6,8,63,0,0,4,16,86,0,86,3,0,3,0,0,0,0,0,0,0,0,312.1282734,1372776763
2013,RIN_S,RIN_S_2013,RIN_S_2013,5,5,5,6,86,0,0,3.25,16,38,0,0,16,0,63,0,0,0,0,0,0,0,0,310.1111367,1372776907
2013,RIN_S,RIN_S_2013,RIN_S_2013,4,5,4,5,63,0,0,8,3,63,0,63,16,0,38,16,0,0,0,0,0,0,0,310.2377901,1372777063
2013,RIN_S,RIN_S_2013,RIN_S_2013,4,5,4,4,86,0,0,4.5,16,63,0,0,0,0,38,3,0,0,0,0,0,0,0,309.7306844,1372777219
2013,RIN_S,RIN_S_2013,RIN_S_2013,3,5,5,4,86,0,0,5.25,3,16,0,16,3,0,63,3,0,0,0,0,0,0,0,310.5464102,1372777333
2013,RIN_S,RIN_S_2013,RIN_S_2013,6,5,5,5,86,0,0,4.75,3,38,0,98,3,0,63,0,0,0,0,0,0,0,0,307.9974426,1372777455
2013,RIN_S,RIN_S_2013,RIN_S_2013,4,6,4,4,86,0,0,3.5,3,63,0,86,16,0,16,3,0,0,0,0,0,0,0,307.1910726,1372777607
2013,RIN_S,RIN_S_2013,RIN_S_2013,6,5,5,6,86,0,0,8,3,86,0,63,3,0,16,0,0,0,0,0,0,0,0,306.6793989,1372777726
2013,RIN_S,RIN_S_2013,RIN_S_2013,4,5,5,6,86,0,0,4.25,1,63,0,63,16,0,16,0,0,0,0,0,0,0,0,306.4641412,1372777871
2013,RIN_S,RIN_S_2013,RIN_S_2013,4,4,5,4,86,0,0,6.25,3,63,0,98,16,0,38,0,0,0,0,0,0,0,0,305.6136684,1372777980
2013,RIN_S,RIN_S_2013,RIN_S_2013,7,7,5,6,38,0,0,3.75,38,3,0,63,16,0,86,3,0,0,0,0,0,0,0,304.9982044,1372778137
2013,RIN_S,RIN_S_2013,RIN_S_2013,6,5,5,5,16,0,0,3,38,3,0,86,38,0,63,3,0,0,0,0,0,0,0,304.056232,1372778265
2013,RIN_S,RIN_S_2013,RIN_S_2013,7,6,6,6,63,0,0,8.25,38,38,0,86,16,0,38,0,16,0,0,0,0,0,0,303.8470784,1372778406
2013,RIN_E,RIN_E_2013,RIN_E_2013,4,4,4,4,63,0,0,4,16,63,0,0,0,0,38,0,0,0,0,0,0,0,0,308.4776702,1372779072
2013,RIN_E,RIN_E_2013,RIN_E_2013,6,4,4,6,86,0,0,6.25,16,86,0,0,0,0,38,0,0,0,0,0,0,0,0,307.6496424,1372779213
2013,RIN_E,RIN_E_2013,RIN_E_2013,5,5,4,7,86,0,0,4.75,3,63,0,86,38,0,3,16,0,0,0,0,0,0,0,308.8827968,1372779313
2013,RIN_E,RIN_E_2013,RIN_E_2013,4,3,3,4,86,0,0,5,16,86,0,63,3,0,16,0,0,0,0,0,0,0,0,308.70226,1372779486
2013,RIN_E,RIN_E_2013,RIN_E_2013,4,4,4,4,86,0,0,7.5,3,63,0,86,16,0,38,0,0,0,0,0,0,0,0,308.5312679,1372779609
2013,RIN_E,RIN_E_2013,RIN_E_2013,3,3,3,3,63,0,0,3.25,38,38,0,86,38,0,38,0,0,0,0,0,0,0,0,309.3141486,1372779747
2013,RIN_E,RIN_E_2013,RIN_E_2013,4,4,2,3,86,0,0,3.75,1,86,0,0,0,0,38,0,0,0,0,0,0,0,0,310.2573806,1372779906
2013,RIN_E,RIN_E_2013,RIN_E_2013,11,10,13,12,16,0,0,0.25,63,3,0,3,3,0,98,0,16,0,0,0,0,0,0,310.4981131,1372780050
2013,RIN_E,RIN_E_2013,RIN_E_2013,3,4,4,4,86,0,0,0.25,16,63,0,63,3,0,16,0,0,0,0,0,0,0,0,312.3287264,1372780210
2013,RIN_E,RIN_E_2013,RIN_E_2013,3,4,3,4,38,0,0,2.75,63,63,0,98,3,0,16,0,0,0,0,0,0,0,0,313.1132565,1372780355
2013,RIN_E,RIN_E_2013,RIN_E_2013,4,4,3,4,63,0,0,4,16,86,0,86,16,0,3,0,0,0,0,0,0,0,0,314.8783635,1372780485
2013,RIN_E,RIN_E_2013,RIN_E_2013,4,4,6,5,86,0,0,2.5,3,86,0,86,16,0,16,0,0,0,0,0,0,0,0,315.734226,1372780608
2013,RIN_E,RIN_E_2013,RIN_E_2013,4,4,4,4,86,0,0,5,3,38,0,86,3,0,38,0,16,0,0,0,0,0,0,315.9847205,1372780728
2013,RIN_E,RIN_E_2013,RIN_E_2013,4,5,4,5,38,0,0,2.5,16,3,0,0,0,0,86,16,0,0,0,0,0,0,0,316.7599255,1372780873
2013,RIN_E,RIN_E_2013,RIN_E_2013,6,5,5,5,86,0,0,3,0,86,0,86,3,0,38,3,0,0,0,0,0,0,0,317.1394509,1372780999
2013,RIN_E,RIN_E_2013,RIN_E_2013,6,6,3,4,86,0,0,3.5,1,38,0,98,3,0,63,0,16,0,0,0,0,0,0,316.0189242,1372781863
2013,RIN_E,RIN_E_2013,RIN_E_2013,3,4,4,4,63,0,0,2.75,16,63,0,86,16,0,16,0,0,0,0,0,0,0,0,314.8018673,1372782008
2013,RIN_E,RIN_E_2013,RIN_E_2013,6,4,6,7,98,0,0,4.25,3,86,0,0,0,0,38,0,0,0,0,0,0,0,0,314.3581303,1372782130
2013,RIN_E,RIN_E_2013,RIN_E_2013,5,5,4,5,98,0,0,5.25,0,98,0,0,0,0,3,0,16,0,0,0,0,0,0,312.6776803,1372782266
2013,RIN_E,RIN_E_2013,RIN_E_2013,6,4,3,5,86,0,0,3.75,16,38,0,98,38,0,16,0,0,0,0,0,0,0,0,310.3383783,1372782403
2013,RIN_E,RIN_E_2013,RIN_E_2013,5,6,5,4,86,0,0,8,3,63,0,0,0,0,16,0,16,0,0,0,0,0,0,311.3016772,1372782536
2013,RIN_E,RIN_E_2013,RIN_E_2013,4,4,4,4,86,0,0,4,3,63,0,98,16,0,38,3,0,0,0,0,0,0,0,310.4511791,1372782761
2013,RIN_E,RIN_E_2013,RIN_E_2013,6,6,4,5,86,0,0,5,16,63,0,0,3,0,38,38,0,0,0,0,0,0,0,310.5800133,1372782895
2013,RIN_E,RIN_E_2013,RIN_E_2013,8,5,6,9,86,0,0,1.25,3,0,0,0,86,0,16,16,0,0,0,0,0,0,0,308.9225317,1372783038
2013,RIN_E,RIN_E_2013,RIN_E_2013,8,8,8,8,86,0,0,6.25,86,0,0,38,16,0,16,16,0,0,0,0,0,0,0,308.6149858,1372783179
2013,RIN_E,RIN_E_2013,RIN_E_2013,13,12,12,9,38,0,0,0.25,63,0,0,0,16,0,86,16,0,0,0,0,0,0,0,308.9222999,1372783373
2013,RIN_E,RIN_E_2013,RIN_E_2013,7,4,7,8,86,0,0,3,1,63,0,0,0,0,38,3,38,0,0,0,0,0,0,309.305017,1372783467
2013,RIN_E,RIN_E_2013,RIN_E_2013,6,3,5,4,63,0,0,2.75,16,63,0,0,0,0,63,3,0,0,0,0,0,0,0,307.5087545,1372783615
2013,RIN_E,RIN_E_2013,RIN_E_2013,5,3,4,4,63,0,0,3.75,38,63,0,98,16,0,38,3,0,0,0,0,0,0,0,305.6670182,1372783782
2013,RIN_E,RIN_E_2013,RIN_E_2013,7,12,7,9,38,0,0,3,38,16,0,98,16,0,86,3,16,0,0,0,0,0,0,304.4398677,1372783922
2013,RIN_W,RIN_W_2013,RIN_W_2013,5,5,3,4,86,0,0,4,3,63,0,98,38,0,3,0,0,0,0,0,0,0,0,316.46817,1372784790
2013,RIN_W,RIN_W_2013,RIN_W_2013,4,3,3,4,86,0,0,3.5,1,38,0,98,63,0,16,0,0,0,0,0,0,0,0,316.076355,1372784914
2013,RIN_W,RIN_W_2013,RIN_W_2013,6,5,4,4,86,0,0,2.75,3,86,0,63,38,0,3,0,16,0,0,0,0,0,0,314.9530258,1372785031
2013,RIN_W,RIN_W_2013,RIN_W_2013,4,4,3,4,38,0,0,2,38,63,0,86,38,0,16,0,0,0,0,0,0,0,0,313.8826518,1372785175
2013,RIN_W,RIN_W_2013,RIN_W_2013,5,5,4,4,86,0,0,4.25,3,0,0,86,16,0,0,0,38,0,0,0,0,0,0,312.9373336,1372785309
2013,RIN_W,RIN_W_2013,RIN_W_2013,5,5,5,4,86,0,0,2.5,0,63,0,38,16,0,3,0,0,0,0,0,0,0,0,311.9575706,1372785443
2013,RIN_W,RIN_W_2013,RIN_W_2013,6,6,4,6,86,0,0,3,3,63,0,16,16,0,16,0,0,0,0,0,0,0,0,308.8955228,1372785597
2013,RIN_W,RIN_W_2013,RIN_W_2013,8,4,4,7,98,0,0,4.25,1,38,0,86,38,0,38,0,0,0,0,0,0,0,0,305.6471778,1372785719
2013,RIN_W,RIN_W_2013,RIN_W_2013,5,5,4,6,86,0,0,3,16,63,0,86,16,0,38,3,16,0,0,0,0,0,0,303.4473809,1372785977
2013,RIN_W,RIN_W_2013,RIN_W_2013,5,4,5,4,86,0,0,6,1,86,0,86,16,0,16,0,0,0,0,0,0,0,0,305.0988857,1372786101
2013,RIN_W,RIN_W_2013,RIN_W_2013,6,6,5,5,63,0,0,4,3,63,0,0,0,0,38,3,16,0,0,0,0,0,0,307.3536341,1372786249
2013,RIN_W,RIN_W_2013,RIN_W_2013,3,4,3,4,63,0,0,3.75,16,38,0,38,38,0,63,3,3,0,0,0,0,0,0,310.0555713,1372786394
2013,RIN_W,RIN_W_2013,RIN_W_2013,4,4,5,5,86,0,0,2.25,16,38,0,98,38,0,38,0,0,0,0,0,0,0,0,311.4317018,1372786536
2013,RIN_W,RIN_W_2013,RIN_W_2013,4,6,5,5,86,0,0,5.5,16,38,0,98,38,0,38,0,0,0,0,0,0,0,0,313.3830305,1372786676
2013,RIN_W,RIN_W_2013,RIN_W_2013,6,5,4,5,86,0,0,3,1,86,0,86,38,0,38,0,0,0,0,0,0,0,0,314.0147773,1372786805
2013,RIN_W,RIN_W_2013,RIN_W_2013,5,5,4,4,86,0,0,1,3,86,0,38,16,0,16,0,0,0,0,0,0,0,0,306.3327494,1372787407
2013,RIN_W,RIN_W_2013,RIN_W_2013,7,6,4,5,63,0,0,2.5,16,86,0,63,16,0,16,0,0,0,0,0,0,0,0,305.444444,1372787579
2013,RIN_W,RIN_W_2013,RIN_W_2013,5,4,3,5,86,0,0,4.25,3,86,0,0,3,0,16,16,0,0,0,0,0,0,0,303.8345767,1372787693
2013,RIN_W,RIN_W_2013,RIN_W_2013,7,7,5,7,38,0,0,0.5,38,16,0,86,16,0,63,3,3,0,0,0,0,0,0,301.9531358,1372787817
2013,RIN_W,RIN_W_2013,RIN_W_2013,5,4,4,5,63,0,0,2,38,63,0,0,16,0,16,0,16,0,0,0,0,0,0,300.3152051,1372787975
2013,RIN_W,RIN_W_2013,RIN_W_2013,12,11,6,10,16,0,0,2,63,38,0,86,16,0,63,0,16,0,0,0,0,0,0,298.6435479,1372788109
2013,RIN_W,RIN_W_2013,RIN_W_2013,5,6,7,6,86,0,0,1.75,16,86,0,0,3,0,38,0,0,0,0,0,0,0,0,298.4566387,1372788274
2013,RIN_W,RIN_W_2013,RIN_W_2013,12,10,10,10,63,0,0,0.25,38,16,0,0,16,0,86,3,0,0,0,0,0,0,0,297.4002899,1372788436
2013,RIN_W,RIN_W_2013,RIN_W_2013,13,8,12,12,38,0,0,1,63,0,0,0,3,0,86,3,0,0,0,0,0,0,0,294.5943558,1372788866
2013,RIN_W,RIN_W_2013,RIN_W_2013,8,8,6,8,63,0,0,1.5,38,16,0,63,16,0,86,3,0,0,0,0,0,0,0,296.0029203,1372788998
2013,RIN_W,RIN_W_2013,RIN_W_2013,10,11,10,9,63,0,0,2,38,3,0,0,3,0,63,0,38,0,0,0,0,0,0,296.4652995,1372789151
2013,RIN_W,RIN_W_2013,RIN_W_2013,10,10,10,9,16,0,0,1.5,63,0,0,86,16,0,38,3,63,0,0,0,0,0,0,297.2428619,1372789284
2013,RIN_W,RIN_W_2013,RIN_W_2013,7,9,7,6,63,0,0,4.5,16,63,0,63,16,0,16,3,63,0,0,0,0,0,0,298.6438509,1372789431
2013,RIN_W,RIN_W_2013,RIN_W_2013,4,6,6,6,86,0,0,2.25,3,86,0,86,16,0,38,3,0,0,0,0,0,0,0,299.7948522,1372789549
2013,RIN_W,RIN_W_2013,RIN_W_2013,4,6,4,5,98,0,0,8.5,0,63,0,86,16,0,38,0,0,0,0,0,0,0,0,302.331907,1372789668
2013,STE_N,STE_N_2013,STE_N_2013,5,4,4,5,86,0,0,2.75,3,0,86,3,16,0,3,16,0,0,0,0,0,0,0,306.5316579,1372860551
2013,STE_N,STE_N_2013,STE_N_2013,6,5,5,6,86,0,0,3,0,0,63,0,16,0,3,3,0,0,0,0,0,0,0,310.2977136,1372860723
2013,STE_N,STE_N_2013,STE_N_2013,3,5,4,0,16,0,0,0,38,0,16,3,16,0,38,38,0,0,0,0,0,0,0,303.0886135,1372863264
2013,STE_N,STE_N_2013,STE_N_2013,2,4,3,5,16,0,0,1,38,16,38,0,16,0,38,3,0,0,0,0,0,0,0,303.0178575,1372863392
2013,STE_N,STE_N_2013,STE_N_2013,3,2,3,2,16,0,0,1.25,38,0,63,63,16,0,38,3,0,0,0,0,0,0,0,303.2890335,1372863696
2013,STE_N,STE_N_2013,STE_N_2013,6,5,2,2,38,0,0,0.5,38,0,63,0,3,0,16,16,0,0,0,0,0,0,0,302.9138219,1372863842
2013,STE_N,STE_N_2013,STE_N_2013,3,3,2,4,63,0,0,0.5,3,3,63,3,3,0,3,38,0,0,0,0,0,0,0,302.7254679,1372864017
