visitID,Nest ID,Species,Visit Num,Date,Trials,Year_autoCalc,TimeofDay,Observers,Exposure days,Stage,Host Eggs,Host chicks,Parasite eggs,Parasite chicks,Banded,Camera,Measure,Survived,Abandoned,Predation,Fledge,Predator,Camera type,Female on?,Human Visit,COMMENT
985,GIL DICK 6 12,,2,7/9/2012,1,,8:04:00 AM,,4,Incubation,2,0,1,0,0,0,,0,0,1,,UNK,NONE,0,1,smoked
986,RIS DICK 10 12,,0,7/2/2012,1,,12:17:00 PM,,0,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
987,LEE DICK 16 12,,0,6/21/2012,1,,12:01:00 PM,,0,Laying,1,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
988,LEE DICK 16 12,,1,6/24/2012,1,,7:35:00 AM,,3,Laying,1,0,0,0,0,0,,1,0,0,,None,NONE,1,1,add 3 eggs
989,LEE DICK 16 12,,2,6/28/2012,1,,10:37:00 AM,,4,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
990,LEE DICK 16 12,,3,7/4/2012,1,,7:45:00 AM,,6,Incubation,4,0,0,0,0,0,,1,0,1,,UNK,NONE,1,1,lost 1 egg
991,LEE DICK 16 12,,4,7/5/2012,1,,10:25:00 AM,,1,Incubation,3,0,0,0,0,0,,1,0,0,,None,NONE,1,1,hatched
992,LEE DICK 16 12,,5,7/9/2012,1,,10:18:00 AM,,4,Nestling,0,3,0,0,0,0,,0,0,1,,UNK,NONE,0,1,smoked
993,GIL DICK 7 12,,0,7/9/2012,1,,8:20:00 AM,,0,Incubation,3,0,2,0,0,0,,1,0,0,,None,NONE,1,1,
994,GIL 3 12,,0,7/9/2012,1,,8:20:00 AM,,0,Nestling,2,3,0,0,0,0,,1,0,0,,None,NONE,1,1,
995,PYN ME 9 12,,0,7/10/2012,1,,6:34:00 AM,,0,Laying,3,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
996,PYN ME 10 12,,0,7/10/2012,1,,11:00:00 PM,,0,Incubation,2,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
997,PYN 11 12,,0,7/10/2012,1,,9:38:00 AM,,0,Nestling,2,2,0,0,0,0,,1,0,0,,None,NONE,1,1,
998,PYN 9 12,,0,7/10/2012,1,,8:44:00 AM,,0,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
999,PYN 10 12,,0,7/10/2012,1,,9:10:00 AM,,0,Nestling,0,0,0,1,0,0,,0,0,0,,None,NONE,1,1,DO NOT USE IN SURVIVAL. BHCO ONLY
1000,KLN DICK 16 12,,0,7/3/2012,1,,7:11:00 AM,,0,Incubation,2,0,3,0,0,0,,1,0,0,,None,NONE,1,1,
1001,KLN DICK 16 12,,1,7/7/2012,1,,11:20:00 AM,,4,Incubation,2,0,3,0,0,0,,0,0,1,,UNK,NONE,1,1,"host smoked, 2 BHCO young present through 7/10 interval, then all fail. 2 BHCO eggs left"
1002,LEE 26 12,,0,7/6/2012,1,,7:08:00 AM,,0,Nestling,1,2,0,0,0,0,,1,0,0,,None,NONE,1,1,
1003,LEE 26 12,,1,7/8/2012,1,,5:39:00 AM,,2,Nestling,1,2,0,0,0,0,,1,0,0,,None,NONE,0,1,
1004,LEE 26 12,,2,7/10/2012,1,,12:20:00 PM,,2,Nestling,1,2,0,0,0,0,,1,0,0,,None,NONE,0,1,fledge
1005,PYS DICK 5 12,,0,6/29/2012,1,,11:00:00 PM,,0,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1006,PYS DICK 5 12,,1,7/2/2012,1,,11:20:00 AM,,3,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,0,1,
1007,PYS DICK 5 12,,2,7/6/2012,1,,9:58:00 AM,,4,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,0,1,
1008,PYS DICK 5 12,,3,7/10/2012,1,,10:20:00 AM,,4,Nestling,2,2,0,0,0,0,,0,0,1,,UNK,NONE,0,1,smoked
1009,PYS 10 12,,0,6/26/2012,1,,6:14:00 AM,,0,Incubation,1,0,2,0,0,0,,1,0,0,,None,NONE,1,1,
1010,PYS 10 12,,1,6/28/2012,1,,5:43:00 AM,,2,Incubation,1,0,2,0,0,0,,1,0,0,,None,NONE,1,1,banded
1011,PYS 10 12,,2,6/29/2012,1,,10:18:00 AM,,1,Incubation,1,0,2,0,1,0,,1,0,0,,None,NONE,1,1,
1012,PYS 10 12,,3,7/1/2012,1,,9:18:00 AM,,2,Incubation,1,0,2,0,1,0,,0,0,0,,None,NONE,1,1,"host egg should  have hatched by today. BHCO chick goes on to fledge, but data not entered here"
1013,STE DICK 23 12,,0,6/29/2012,1,,11:00:00 PM,,0,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,"no time, found by Ben (butterfly tech)"
1014,STE DICK 23 12,,1,7/1/2012,1,,9:03:00 AM,,2,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,0,1,Unk if female on nest
1015,STE DICK 23 12,,2,7/5/2012,1,,10:45:00 AM,,4,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,hatched
1016,STE DICK 23 12,,3,7/9/2012,1,,10:35:00 AM,,4,Nestling,2,2,0,0,0,0,,0,0,1,,UNK,NONE,0,1,Smoked
1017,KLN DICK 14 12,,0,7/3/2012,1,,6:10:00 AM,,0,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1018,KLN DICK 14 12,,1,7/7/2012,1,,11:17:00 AM,,4,Incubation,4,0,0,0,0,0,,1,0,1,,UNK,NONE,1,1,lost 2 eggs
1019,KLN DICK 14 12,,2,7/10/2012,1,,2:10:00 PM,,3,Incubation,2,0,0,0,0,0,,1,1,1,,UNK,NONE,0,1,lost 1 egg
1020,KLN DICK 14 12,,3,7/11/2012,1,,11:44:00 AM,,1,Incubation,1,0,0,0,0,0,,0,1,0,,None,NONE,0,1,last egg broken
1021,STE 14 12,,0,7/11/2012,1,,7:09:00 AM,,0,Incubation,3,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1022,STE DICK 25 12,,0,7/11/2012,1,,8:27:00 AM,,0,Nestling,1,2,0,0,0,0,,1,0,0,,None,NONE,1,1,
1023,STE 15 12,,0,7/11/2012,1,,9:17:00 AM,,0,Nestling,0,4,0,0,0,0,,1,0,0,,None,NONE,1,1,placed a new camera
1024,STE DICK 22 12,,0,6/28/2012,1,,11:45:00 AM,,0,Incubation,2,0,1,0,0,0,,1,0,0,,None,NONE,1,1,
1025,STE DICK 22 12,,1,7/2/2012,1,,1:45:00 PM,,4,Incubation,2,0,1,0,0,0,,1,0,0,,None,NONE,0,1,hatch
1026,STE DICK 22 12,,2,7/6/2012,1,,11:51:00 AM,,4,Nestling,0,2,0,1,0,0,,1,0,0,,None,NONE,0,1,
1027,STE DICK 22 12,,3,7/9/2012,1,,10:13:00 AM,,3,Nestling,0,2,0,1,0,0,,0,0,1,,UNK,NONE,0,1,"lost host young, but new BHCO egg and BHCO chick still going, but not recorded here"
1028,RIS DICK 10 12,,1,7/6/2012,1,,12:58:00 AM,,4,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,0,1,
1029,RIS DICK 10 12,,2,7/8/2012,1,,10:50:00 AM,,2,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1030,RIS DICK 10 12,,3,7/12/2012,1,,12:24:00 PM,,4,Nestling,2,2,0,0,0,0,,0,0,1,,UNK,NONE,0,1,smoked
1031,RIS ME 3 12,,0,6/21/2012,1,,11:20:00 AM,,0,Incubation,5,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1032,RIS ME 3 12,,1,6/24/2012,1,,11:35:00 AM,,1,Incubation,5,0,0,0,0,0,,1,0,0,,None,NONE,0,1,
1033,RIS ME 3 12,,2,6/28/2012,1,,11:22:00 AM,,4,Incubation,5,0,0,0,0,0,,1,0,1,,UNK,NONE,1,1,lost 1 egg
1034,RIS ME 3 12,,3,7/2/2012,1,,12:59:00 PM,,4,Incubation,4,0,0,0,0,0,,1,0,1,,UNK,NONE,0,1,lost 1 egg
1035,RIS ME 3 12,,4,7/4/2012,1,,8:05:00 AM,,2,Incubation,3,0,0,0,0,0,,1,0,0,,None,NONE,0,1,hatched
1036,RIS ME 3 12,,5,7/8/2012,1,,10:45:00 AM,,4,Nestling,0,3,0,0,0,0,,1,0,1,,UNK,NONE,1,1,one nestling underdeveloped sitting outside nest
1037,RIS ME 3 12,,6,7/12/2012,1,,12:23:00 PM,,4,Nestling,0,2,0,0,0,0,,0,0,1,,UNK,NONE,0,1,smoked
1038,LEE 32 12,,0,7/7/2012,1,,8:36:00 AM,,0,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1039,LEE 32 12,,1,7/9/2012,1,,6:51:00 AM,,2,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,banded
1040,LEE 32 12,,2,7/10/2012,1,,11:55:00 AM,,1,Incubation,4,0,0,0,1,0,,1,0,0,,None,NONE,1,1,
1041,LEE 32 12,,3,7/11/2012,1,,10:11:00 AM,,1,Incubation,4,0,0,0,1,0,,0,1,1,,UNK,NONE,0,1,"lost 3 eggs, past hatch date,deemed abandon"
1043,PYN 12 12,,0,7/12/2012,1,,7:42:00 AM,,0,Incubation,2,0,2,0,0,0,,1,0,0,,None,NONE,1,1,banded
1044,STE DICK 25 12,,1,7/13/2012,1,,11:56:00 AM,,2,Nestling,1,2,0,0,0,0,,1,0,0,,None,NONE,0,1,"Fledge, 1 egg still in nest"
1045,LEE 30 12,,0,7/6/2012,1,,9:39:00 AM,,0,Incubation,2,0,1,0,0,0,,1,0,0,,None,NONE,1,1,
1046,LEE 30 12,,1,7/8/2012,1,,6:10:00 AM,,2,Incubation,2,0,1,0,0,0,,1,0,0,,None,NONE,0,1,banded
1048,LEE 30 12,,2,7/13/2012,1,,9:35:00 AM,,5,Nestling,1,1,0,1,1,0,,0,0,1,,UNK,NONE,0,1,smoked
1050,PYS 19 12,,0,7/13/2012,1,,7:03:00 AM,,0,Laying,3,0,0,0,1,0,,1,0,0,,None,NONE,1,1,
1051,PYS 21 12,,0,7/13/2012,1,,8:08:00 AM,,0,Incubation,3,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1052,PYS 20 12,,0,7/13/2012,1,,7:06:00 AM,,0,Incubation,3,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1053,PYS 13 12,,0,6/26/2012,1,,6:48:00 AM,,0,Laying,3,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1054,PYS 13 12,,1,6/28/2012,1,,6:51:00 AM,,2,Laying,3,0,0,0,0,0,,1,0,0,,None,NONE,0,1,banded
1055,PYS 13 12,,2,7/1/2012,1,,9:42:00 AM,,3,Incubation,4,0,0,0,1,0,,1,0,0,,None,NONE,0,1,
1056,PYS 13 12,,3,7/4/2012,1,,7:00:00 AM,,3,Incubation,4,0,0,0,1,0,,1,0,0,,None,NONE,0,1,"tried placing camera, pulled same day"
1057,PYS 13 12,,4,7/5/2012,1,,9:50:00 AM,,1,Incubation,4,0,0,0,1,0,,1,0,0,,None,NONE,0,1,
1058,PYS 13 12,,5,7/7/2012,1,,9:43:00 AM,,2,Incubation,4,0,0,0,1,0,,1,0,0,,None,NONE,1,1,hatches
1059,PYS 13 12,,6,7/8/2012,1,,7:00:00 AM,,1,Nestling,3,1,0,0,1,0,,1,0,0,,None,NONE,0,1,placed camera
1060,PYS 13 12,,7,7/9/2012,1,,11:00:00 PM,,1,Nestling,0,3,0,0,1,1,,1,0,0,,None,Wal-mart,1,0,cows knocked around in AM
1061,PYS 13 12,,8,7/11/2012,1,,10:31:00 AM,,2,Nestling,0,3,0,0,1,1,,1,0,0,,None,Wal-mart,0,1,
1062,PYS 13 12,,9,7/12/2012,1,,12:44:06 AM,,1,Nestling,0,3,0,0,1,1,,0,0,1,,Skunk,Wal-mart,1,0,"smoked, not checked by  human until 7/13"
1063,LEE 24 12,,0,7/3/2012,1,,6:45:00 PM,,0,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1064,LEE 24 12,,1,7/6/2012,1,,5:57:00 AM,,3,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,hatch
1065,LEE 24 12,,2,7/8/2012,1,,7:40:00 AM,,2,Nestling,0,4,0,0,1,0,,1,0,0,,None,NONE,0,1,
1066,LEE 24 12,,3,7/9/2012,1,,11:00:00 PM,,1,Nestling,0,4,0,0,1,1,,1,0,0,,None,Wal-mart,1,0,
1067,LEE 24 12,,4,7/10/2012,1,,11:00:00 PM,,1,Nestling,0,4,0,0,1,1,,1,0,0,,None,Wal-mart,1,0,
1068,LEE 24 12,,5,7/11/2012,1,,10:09:00 AM,,1,Nestling,0,4,0,0,1,1,,1,0,0,,None,Wal-mart,1,1,
1069,LEE 24 12,,6,7/12/2012,1,,11:00:00 PM,,1,Nestling,0,4,0,0,1,1,,1,0,0,,None,Wal-mart,1,0,
1070,LEE 24 12,,7,7/13/2012,1,,6:20:00 AM,,1,Nestling,0,4,0,0,1,1,,1,0,0,,None,Wal-mart,1,0,fledge
1071,LEE 28 12,,0,7/6/2012,1,,8:07:00 AM,,0,Nestling,0,4,0,0,0,0,,1,0,0,,None,NONE,1,1,
1072,LEE 28 12,,1,7/7/2012,1,,5:45:00 AM,,1,Nestling,0,4,0,0,0,0,,1,0,0,,None,NONE,1,1,
1073,LEE 28 12,,2,7/10/2012,1,,12:07:00 PM,,3,Nestling,0,4,0,0,1,0,,1,0,0,,None,NONE,0,1,
1074,LEE 28 12,,3,7/14/2012,1,,8:59:00 AM,,4,Nestling,0,4,0,0,1,0,,1,0,0,,None,NONE,0,1,fledge
1075,KLN DICK 15 12,,0,7/3/2012,1,,6:20:00 AM,,0,Incubation,3,0,1,0,0,0,,1,0,0,,None,NONE,1,1,
1076,KLN DICK 15 12,,1,7/7/2012,1,,11:14:00 AM,,4,Incubation,3,0,1,0,0,0,,1,0,0,,None,NONE,1,1,
1077,KLN DICK 15 12,,2,7/8/2012,1,,11:56:00 AM,,1,Nestling,2,1,1,0,0,0,,1,0,0,,None,NONE,0,1,unk if female on
1078,KLN DICK 15 12,,3,7/12/2012,1,,12:56:00 PM,,4,Nestling,2,1,0,1,0,0,,1,0,1,,UNK,NONE,0,1,"unk if female on, lost 1 host egg"
1079,KLN DICK 15 12,,4,7/14/2012,1,,9:34:00 AM,,2,Nestling,1,1,0,1,0,0,,1,0,0,,None,NONE,0,1,"host fledge, BHCO still in nest, but not recorded here"
1080,KLN DICK 12 12,,2,7/12/2012,1,,1:00:00 PM,,3,Nestling,0,2,0,0,0,0,,1,0,0,,None,NONE,0,1,
1081,KLN DICK 12 12,,3,7/14/2012,1,,9:27:00 AM,,2,Nestling,0,2,0,0,0,0,,1,0,0,,None,NONE,0,1,fledge
1082,KLN DICK 13 12,,0,7/3/2012,1,,5:40:00 AM,,0,Incubation,3,0,2,0,0,0,,1,0,0,,None,NONE,1,1,
1083,KLN DICK 13 12,,1,7/7/2012,1,,11:15:00 AM,,4,Incubation,3,0,2,0,0,0,,1,0,0,,None,NONE,1,1,
1084,KLN DICK 13 12,,2,7/10/2012,1,,2:08:00 PM,,3,Incubation,3,0,2,0,0,0,,1,0,0,,None,NONE,0,1,eggs hot to touch
1085,KLN DICK 13 12,,3,7/14/2012,1,,9:25:00 AM,,4,Incubation,3,0,2,0,0,0,,0,1,0,,None,NONE,0,1,"Abandon, eggs cracked"
1086,STE 15 12,,1,7/12/2012,1,,5:59:00 AM,,1,Nestling,0,4,0,0,0,1,,1,0,0,,None,Wal-mart,0,1,banded
1087,STE 15 12,,2,7/13/2012,1,,8:00:00 PM,,1,Nestling,0,4,0,0,1,1,,1,0,0,,None,Wal-mart,1,0,camera torn down (by predator?) at this time
1088,STE 15 12,,3,7/15/2012,1,,10:44:00 AM,,3,Nestling,0,4,0,0,1,1,,0,0,1,,UNK,Wal-mart,0,1,smoked
1089,STE 14 12,,1,7/12/2012,1,,6:20:00 AM,,1,Incubation,3,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1090,STE 14 12,,2,7/15/2012,1,,10:53:00 AM,,2,Incubation,3,0,0,0,1,0,,0,0,1,,UNK,NONE,0,1,smoked
1091,PYN ME 9 12,,1,7/12/2012,1,,9:58:00 AM,,2,Incubation,3,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1092,PYN ME 9 12,,2,7/16/2012,1,,7:43:00 AM,,4,Incubation,3,0,0,0,0,0,,0,0,1,,UNK,NONE,0,1,Smoked
1093,PYN ME 10 12,,1,7/12/2012,1,,10:04:00 AM,,3,Incubation,2,0,0,0,0,0,,1,0,0,,None,NONE,0,1,hatched
1094,PYN ME 10 12,,2,7/16/2012,1,,7:41:00 AM,,4,Nestling,0,2,0,0,0,0,,0,0,1,,UNK,NONE,0,1,smoked
1095,LEE 25 12,,0,7/3/2012,1,,7:32:00 PM,,0,Incubation,3,0,2,0,0,0,,1,0,0,,None,NONE,1,1,
1096,LEE 25 12,,1,7/6/2012,1,,6:16:00 AM,,3,Incubation,3,0,2,0,0,0,,1,0,0,,None,NONE,0,1,banded
1097,LEE 25 12,,2,7/9/2012,1,,10:16:00 AM,,3,Incubation,3,0,2,0,1,0,,1,0,0,,None,NONE,1,1,hatched
1098,LEE 25 12,,3,7/12/2012,1,,11:30:00 AM,,3,Nestling,0,3,0,2,1,0,,1,0,0,,None,NONE,0,1,
1099,LEE 25 12,,4,7/16/2012,1,,10:10:00 AM,,4,Nestling,0,3,0,2,1,0,,1,0,0,,None,NONE,1,1,fledge
1100,LEE 33 12,,0,7/10/2012,1,,11:03:00 AM,,0,Nestling,1,2,0,0,0,0,,1,0,0,,None,NONE,1,1,
1101,PYN DICK 5 12,,0,7/8/2012,1,,8:34:00 AM,,0,Nestling,0,2,0,2,0,0,,1,0,0,,None,NONE,1,1,
1102,PYN DICK 5 12,,1,7/10/2012,1,,7:16:00 AM,,2,Nestling,0,2,0,2,0,0,,1,0,0,,None,NONE,0,1,Unk if female on nest
1103,PYN DICK 5 12,,2,7/13/2012,1,,9:32:00 AM,,3,Nestling,0,2,0,2,0,0,,1,0,0,,None,NONE,0,1,
1104,PYN DICK 5 12,,3,7/14/2012,1,,8:32:00 AM,,1,Nestling,0,2,0,2,0,0,,1,0,0,,None,NONE,0,1,
1105,PYN DICK 5 12,,4,7/15/2012,1,,8:30:00 AM,,1,Nestling,0,2,0,2,0,0,,1,0,0,,None,NONE,0,1,
1106,PYN DICK 5 12,,5,7/17/2012,1,,9:17:00 AM,,2,Nestling,0,2,0,2,0,0,,1,0,0,,None,NONE,0,1,fledge
1107,GIL 3 12,,1,7/10/2012,1,,11:00:00 PM,,1,Nestling,2,3,0,0,0,1,,1,0,0,,None,Wal-mart,1,0,
1108,GIL 3 12,,2,7/11/2012,1,,11:00:00 PM,,1,Nestling,2,3,0,0,0,1,,1,0,0,,None,Wal-mart,1,0,
1109,GIL 3 12,,3,7/12/2012,1,,11:00:00 PM,,1,Nestling,2,3,0,0,0,1,,1,0,0,,None,Wal-mart,1,0,
1110,GIL 3 12,,4,7/13/2012,1,,5:45:00 AM,,1,Nestling,2,3,0,0,0,1,,1,0,0,,None,Wal-mart,0,1,
1111,GIL 3 12,,5,7/17/2012,1,,10:40:00 AM,,4,Nestling,2,3,0,0,0,1,,1,0,0,,None,Wal-mart,0,1,"camera knocked over 7/13, 2 eggs removed from nest"
1112,LEE 29 12,,0,7/6/2012,1,,8:24:00 AM,,0,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1113,LEE 29 12,,1,7/8/2012,1,,6:46:00 AM,,2,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,0,1,banded
1114,LEE 29 12,,2,7/9/2012,1,,10:20:00 AM,,1,Incubation,4,0,0,0,1,0,,1,0,0,,None,NONE,1,1,"hatched, add camera"
1115,LEE 29 12,,3,7/10/2012,1,,11:00:00 PM,,1,Nestling,1,3,0,0,1,1,,1,0,0,,None,Bullet,1,0,
1116,LEE 29 12,,4,7/11/2012,1,,11:00:00 PM,,1,Nestling,0,4,0,0,1,1,,1,0,0,,None,Bullet,1,0,
1117,LEE 29 12,,5,7/12/2012,1,,11:35:00 AM,,1,Nestling,0,4,0,0,1,1,,1,0,0,,None,Bullet,0,1,Unk if female on
1118,LEE 29 12,,6,7/13/2012,1,,11:00:00 PM,,1,Nestling,0,4,0,0,1,1,,1,0,0,,None,Bullet,1,0,
1119,LEE 29 12,,7,7/14/2012,1,,11:00:00 PM,,1,Nestling,0,4,0,0,1,1,,1,0,0,,None,Bullet,1,0,
1120,LEE 29 12,,8,7/15/2012,1,,10:00:00 AM,,1,Nestling,0,4,0,0,1,1,,1,0,0,,None,Bullet,0,1,
1121,LEE 29 12,,9,7/16/2012,1,,10:00:00 AM,,1,Nestling,0,4,0,0,1,1,,1,0,0,,None,Bullet,1,0,"fledge more or less 10am, fledge after 7 days????"
1122,PYS 22 12,,0,7/16/2012,1,,8:50:00 AM,,0,Incubation,3,0,0,0,0,0,,1,0,0,,None,NONE,1,1,found at a possible
1123,LEE 34 12,,0,7/17/2012,1,,6:47:00 AM,,0,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,added camera
1124,LEE 35 12,,0,7/17/2012,1,,7:10:00 AM,,0,Incubation,2,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1125,PYN 9 12,,1,7/12/2012,1,,7:05:00 AM,,2,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,0,1,
1126,PYN 9 12,,2,7/14/2012,1,,7:44:00 AM,,2,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,0,1,banded
1127,PYN 9 12,,3,7/16/2012,1,,7:59:00 AM,,2,Incubation,4,0,0,0,1,0,,1,0,0,,None,NONE,0,1,
1128,PYN 9 12,,4,7/18/2012,1,,8:57:00 AM,,2,Incubation,4,0,0,0,1,0,,0,0,1,,UNK,NONE,0,1,may  have hatched at interval
1129,LEE 27 12,,0,7/6/2012,1,,7:51:00 AM,,0,Incubation,3,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1130,LEE 27 12,,1,7/9/2012,1,,5:41:00 AM,,3,Incubation,3,0,0,0,0,0,,1,0,0,,None,NONE,1,1,banded
1131,LEE 27 12,,2,7/10/2012,1,,12:11:00 PM,,1,Incubation,3,0,0,0,1,0,,1,0,0,,None,NONE,1,1,hatch
1132,LEE 27 12,,3,7/13/2012,1,,9:35:00 AM,,3,Nestling,0,3,0,0,1,0,,1,0,0,,None,NONE,1,1,
1133,LEE 27 12,,4,7/16/2012,1,,10:09:00 AM,,3,Nestling,0,3,0,0,1,0,,1,0,0,,None,NONE,1,,
1134,LEE 27 12,,5,7/18/2012,1,,8:08:00 AM,,2,Nestling,0,3,0,0,1,0,,1,0,0,,None,NONE,0,1,fledge
1135,PYN 8 12,,0,7/5/2012,1,,10:05:00 AM,,0,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1136,PYN 8 12,,1,7/8/2012,1,,8:30:00 AM,,3,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,banded
1137,PYN 8 12,,2,7/10/2012,1,,7:19:00 AM,,2,Incubation,4,0,0,0,1,0,,1,0,0,,None,NONE,1,1,
1138,PYN 8 12,,3,7/11/2012,1,,11:22:00 AM,,1,Incubation,4,0,0,0,1,0,,1,0,0,,None,NONE,1,1,hatched
1139,PYN 8 12,,4,7/14/2012,1,,8:40:00 AM,,3,Nestling,3,1,0,0,1,0,,1,0,0,,None,NONE,1,1,
1140,PYN 8 12,,5,7/18/2012,1,,8:42:00 AM,,4,Nestling,0,4,0,0,1,0,,0,0,1,,UNK,NONE,0,1,smoked
1141,KLN 17 12,,0,7/2/2012,1,,6:10:00 AM,,0,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1142,KLN 17 12,,1,7/3/2012,1,,7:30:00 AM,,1,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,banded
1143,KLN 17 12,,2,7/7/2012,1,,11:34:00 AM,,4,Incubation,4,0,0,0,1,0,,1,0,0,,None,NONE,1,1,
1144,KLN 17 12,,3,7/10/2012,1,,5:54:00 AM,,3,Incubation,4,0,0,0,1,0,,1,0,0,,None,NONE,1,1,tried placing camera
1145,KLN 17 12,,4,7/10/2012,1,,1:40:00 PM,,0,Incubation,4,0,0,0,1,1,,1,0,1,,UNK,Wal-mart,0,1,"returned to place camera, found it was down 2 eggs"
1146,KLN 17 12,,5,7/13/2012,1,,10:23:00 AM,,3,Incubation,2,0,0,0,1,1,,1,0,0,,None,Wal-mart,1,1,camera busted by cows
1147,KLN 17 12,,6,7/17/2012,1,,11:10:00 AM,,4,Nestling,0,2,0,0,1,1,,1,0,0,,None,Wal-mart,1,1,camera not working-cows
1148,KLN 17 12,,7,7/18/2012,1,,10:53:00 AM,,1,Nestling,0,2,0,0,1,1,,1,0,0,,None,Wal-mart,0,1,"weighed nestlings, camera chewed, pulled today"
1149,KLN 17 12,,8,7/20/2012,1,,9:00:00 AM,,2,Nestling,0,2,0,0,1,0,,1,0,0,,None,NONE,0,1,fledge
1150,LEE 33 12,,1,7/16/2012,1,,10:24:00 AM,,6,Nestling,1,2,0,0,0,0,,1,0,0,,None,NONE,0,1,
1151,LEE 33 12,,2,7/19/2012,1,,7:39:00 AM,,3,Nestling,1,2,0,0,0,0,,1,0,0,,None,NONE,0,1,
1152,LEE 33 12,,3,7/20/2012,1,,9:26:00 AM,,1,Nestling,1,2,0,0,0,0,,1,0,0,,None,NONE,0,1,fledge
1153,KLN 18 12,,0,7/2/2012,1,,6:38:00 AM,,0,Incubation,3,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1154,KLN 18 12,,1,7/3/2012,1,,6:50:00 AM,,1,Incubation,3,0,0,0,0,0,,1,0,0,,None,NONE,0,1,banded
1155,KLN 18 12,,2,7/7/2012,1,,11:32:00 AM,,4,Incubation,3,0,0,0,1,0,,1,0,0,,None,NONE,0,1,
1156,KLN 18 12,,3,7/10/2012,1,,1:56:00 PM,,3,Incubation,3,0,0,0,1,0,,1,0,1,,UNK,NONE,0,1,"Unk if female on, lost 1 egg/nestling, hatch"
1157,KLN 18 12,,4,7/14/2012,1,,9:22:00 AM,,4,Nestling,1,1,0,0,1,0,,1,0,0,,None,NONE,0,1,Unk if female on
1158,KLN 18 12,,5,7/16/2012,1,,10:57:00 AM,,2,Nestling,0,2,0,0,1,0,,1,0,0,,None,NONE,0,1,"Unk if female on, weighed today"
1159,KLN 18 12,,6,7/19/2012,1,,11:00:00 PM,,3,Nestling,0,2,0,0,1,0,,1,0,0,,None,NONE,0,1,fledge
1160,PYN 11 12,,1,7/12/2012,1,,8:32:00 AM,,2,Nestling,2,2,0,0,0,0,,1,0,0,,None,NONE,0,1,banded
1161,PYN 11 12,,2,7/16/2012,1,,8:02:00 AM,,4,Nestling,0,4,0,0,1,0,,1,0,0,,None,NONE,0,1,
1162,PYN 11 12,,3,7/19/2012,1,,8:24:00 AM,,3,Nestling,0,4,0,0,1,0,,1,0,0,,None,NONE,0,1,fledge
1163,LEE 35 12,,1,7/19/2012,1,,6:30:00 AM,,2,Incubation,2,0,0,0,0,0,,0,0,1,,UNK,NONE,0,1,smoked
1164,KLN 21 12,,0,7/20/2012,1,,6:24:00 AM,,0,Incubation,4,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1165,KLN 22 12,,0,7/20/2012,1,,6:30:00 AM,,0,Incubation,3,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
1166,KLN 23 12,,0,7/20/2012,1,,7:08:00 AM,,0,Incubation,3,0,0,0,0,0,,1,0,0,,None,NONE,1,1,
