visitID,Nest ID,Species,Visit Num,Date,Trials,Year,TimeofDay,Observers,Exposure days,Stage,Host Eggs,Host chicks,Parasite eggs,Parasite chicks,Banded,Camera,Measure,Survived,Abandoned,Predation,Fledge,EstFledglings,Predator,Camera type,Female on?,Human Visit,COMMENT
4651,KLT DICK 18 13,DICK,2,7/8/13,1,2013,4:37:00 PM,,2,Nestling,0,1,2,2,0,0,,1,0,0,,,None,NONE,1,1,Observer SN. On nest day 1
4652,KLT DICK 18 13,DICK,3,7/11/13,1,2013,6:05:00 PM,,3,Nestling,0,0,0,2,0,0,,1,0,1,,,Unknown,NONE,0,1,Observer SN. Not on. Partial depredation 1 host 2 parasite
4653,KLT DICK 18 13,DICK,4,7/14/13,1,2013,5:38:00 PM,,3,Nestling,0,0,0,2,0,0,,1,0,0,,,None,NONE,0,1,Observer SN. Not on
4654,KLT DICK 18 13,DICK,5,7/16/13,1,2013,7:59:00 PM,,2,Nestling,0,0,0,2,0,0,,1,0,0,,,None,NONE,0,1,Observer SN. Not on
4655,KLT DICK 18 13,DICK,6,7/18/13,1,2013,12:44:00 PM,,2,Nestling,0,0,0,2,0,0,,1,0,0,,,None,NONE,0,1,Observer SN. Adult not in cup. Fledged.
4944,KLT DICK 18 14,DICK,0,6/11/14,1,2014,5:55:00 AM,,0,Incubating,3,0,3,0,0,0,,1,0,0,,,None,NONE,1,1,KMM
4945,KLT DICK 18 14,DICK,1,6/14/14,1,2014,10:58:00 AM,,3,Incubating,3,0,3,0,0,0,,1,0,0,,,None,NONE,1,1,
4946,KLT DICK 18 14,DICK,2,6/17/14,1,2014,1:55:00 PM,,3,Incubating,3,0,3,0,0,0,,1,0,0,,,None,NONE,1,1,
4947,KLT DICK 18 14,DICK,3,6/19/14,1,2014,9:29:00 AM,,2,Nestling,3,0,2,1,0,0,,1,0,0,,,None,NONE,1,1,Hatching now!
4948,KLT DICK 18 14,DICK,4,6/22/14,1,2014,5:22:00 PM,,3,Nestling,1,2,1,2,0,0,,1,0,0,,,None,NONE,0,1,
4949,KLT DICK 18 14,DICK,5,6/24/14,1,2014,4:54:00 PM,,2,Nestling,1,2,1,2,1,0,,1,0,1,,,UNK,NONE,0,1,
4950,KLT DICK 18 14,DICK,6,6/25/14,1,2014,10:33:00 AM,,1,Nestling,0,2,0,2,0,0,,1,0,0,,,None,NONE,0,1,
4951,KLT DICK 18 14,DICK,7,6/27/14,1,2014,11:11:00 AM,,2,Nestling,0,2,0,2,0,0,,1,0,0,,,None,NONE,0,1,CB chick may have fledged already; parents chipping from all over territory
7250,KLT DICK 18 14,DICK,8,6/28/14,1,2014,9:28:00 AM,,1,Fledged,0,2,0,2,0,0,,1,0,0,,,None,NONE,0,1,"One DICK chick just outside of nest, saw bands :)"
7055,KLT DICK 18 16,DICK,0,7/16/16,1,2016,7:24:00 AM,,0,Incubating,4,0,0,0,0,0,,1,0,0,,,None,NONE,1,1,
7056,KLT DICK 18 16,DICK,1,7/20/16,1,2016,12:00,,4,Nestling,0,4,0,0,0,0,,1,0,0,0,,None,NONE,0,1,
7057,KLT DICK 18 16,DICK,2,7/21/16,1,2016,7:31,,1,Nestling,0,4,0,0,0,1,,1,0,0,0,,None,Unk,0,1,
7058,KLT DICK 18 16,DICK,3,7/21/16,1,2016,10:25,,0,Nestling,0,4,0,0,0,0,,1,0,0,0,,None,NONE,0,1,
7059,KLT DICK 18 16,DICK,4,7/22/16,1,2016,6:38,,1,Nestling,0,4,0,0,0,1,,1,0,0,0,,None,Unk,0,1,
7060,KLT DICK 18 16,DICK,5,7/22/16,1,2016,13:14,,0,Nestling,0,4,0,0,1,0,,1,0,0,0,,None,NONE,0,1,
7061,KLT DICK 18 16,DICK,6,7/24/16,1,2016,12:52,,2,Nestling,0,4,0,0,0,0,,1,0,0,0,,None,NONE,0,1,
7062,KLT DICK 18 16,DICK,7,7/25/16,1,2016,6:27,,1,Fledged,0,0,0,0,0,0,,1,0,0,1,4,None,NONE,0,1,Force fledged chicks.
4656,KLT DICK 19 13,DICK,0,7/3/13,1,2013,7:30:00 AM,,0,Incubating,2,2,2,1,0,0,,1,0,0,,,None,NONE,1,1,Observer AM. Likely day 1 (based on number of unhatched eggs)
4657,KLT DICK 19 13,DICK,1,7/6/13,1,2013,12:54:00 PM,,3,Incubating,2,2,2,1,0,0,,0,0,1,,,Unknown,NONE,0,1,Observer SN. Smoked
4952,KLT DICK 19 14,DICK,0,6/11/14,1,2014,6:48:00 AM,,0,Incubating,3,0,3,0,0,0,,1,0,0,,,None,NONE,1,1,KMM
4953,KLT DICK 19 14,DICK,1,6/14/14,1,2014,10:30:00 AM,,3,Incubating,3,0,3,0,0,0,,1,0,0,,,None,NONE,0,1,F nearby
4954,KLT DICK 19 14,DICK,2,6/17/14,1,2014,1:50:00 PM,,3,Incubating,3,0,3,0,0,0,,1,0,0,,,None,NONE,1,1,
4955,KLT DICK 19 14,DICK,3,6/19/14,1,2014,9:20:00 AM,,2,Nestling,1,2,2,1,0,0,,1,0,1,,,UNK,NONE,1,1,
4956,KLT DICK 19 14,DICK,4,6/22/14,1,2014,5:30:00 PM,,3,Nestling,0,2,2,1,0,0,,1,0,1,,,UNK,NONE,0,1,
4957,KLT DICK 19 14,DICK,5,6/24/14,1,2014,4:04:00 PM,,2,Nestling,0,2,1,1,1,0,,1,0,0,,,None,NONE,0,1,
7251,KLT DICK 19 14,DICK,6,6/25/14,1,2014,10:35:00 AM,,1,Fledged,0,0,1,0,0,0,,1,0,0,,,None,NONE,0,1,Chipping nearby but no young?
7063,KLT DICK 19 16,DICK,0,7/16/16,1,2016,9:56,,0,Nestling,0,4,0,0,0,0,,1,0,0,0,,None,NONE,0,1,
7064,KLT DICK 19 16,DICK,1,7/16/16,1,2016,16:23,,0,Nestling,0,4,0,0,1,0,,1,0,0,0,,None,NONE,0,1,
7065,KLT DICK 19 16,DICK,2,7/18/16,1,2016,18:22,,2,Nestling,0,4,0,0,0,0,,1,0,0,0,,None,NONE,0,1,
7066,KLT DICK 19 16,DICK,3,7/21/16,1,2016,7:41,,3,Fledged,0,0,0,0,0,0,,1,0,0,1,4,None,NONE,0,1,
4558,KLT DICK 2 13,DICK,0,6/20/13,1,2013,8:34:00 AM,,0,Incubating,3,0,2,0,0,0,,1,0,0,,,None,NONE,1,1,"Observer SN, SR. Eggs Clear"
4559,KLT DICK 2 13,DICK,1,6/22/13,1,2013,1:49:00 PM,,2,Incubating,3,0,2,0,0,0,,1,0,0,,,None,NONE,1,1,Observer SN. Eggs yellow 1/3-1/2; on nest
4560,KLT DICK 2 13,DICK,2,6/25/13,1,2013,4:41:00 PM,,3,Incubating,3,0,2,0,0,0,,1,0,0,,,None,NONE,1,1,Observer SN. On nest
4561,KLT DICK 2 13,DICK,3,6/27/13,1,2013,12:38:00 PM,,2,Incubating,3,0,2,0,0,0,,1,0,0,,,None,NONE,1,1,Observer SN. On nest
4562,KLT DICK 2 13,DICK,4,6/30/13,1,2013,7:03:00 AM,,3,Nestling,1,2,1,1,0,0,,1,0,0,,,Non,NONE,0,1,Observer SN. Not on
4563,KLT DICK 2 13,DICK,5,7/3/13,1,2013,8:25:00 AM,,3,Nestling,0,2,1,1,0,0,,1,0,1,,,Unknown,NONE,0,1,"Observer SN. Not on, 2 of the host young were difficult to see"
4564,KLT DICK 2 13,DICK,6,7/5/13,1,2013,11:30:00 AM,,2,Nestling,0,2,1,1,0,0,,1,0,0,,,None,NONE,1,1,Observer SN. On nest
4565,KLT DICK 2 13,DICK,7,7/6/13,1,2013,12:35:00 PM,,1,Nestling,0,2,1,1,0,0,,1,0,0,,,None,NONE,0,1,Observer SN. Not on
4566,KLT DICK 2 13,DICK,8,7/8/13,1,2013,2:58:00 PM,,2,Nestling,0,2,1,1,0,0,,1,0,0,,,None,NONE,0,1,Observer SN
4844,KLT DICK 2 14,DICK,0,5/16/14,1,2014,11:05:00 AM,,0,Building,0,0,0,0,0,0,,1,0,0,,,None,NONE,1,1,CJD: Only a complete nest
4845,KLT DICK 2 14,DICK,1,5/19/14,1,2014,3:31:00 PM,,3,Laying,0,0,2,0,0,0,,1,0,0,,,None,NONE,0,1,
4846,KLT DICK 2 14,DICK,2,5/21/14,1,2014,12:32:00 PM,,2,Incubating,2,0,2,0,0,0,,1,0,1,,,UNK,NONE,1,1,
4847,KLT DICK 2 14,DICK,3,5/24/14,1,2014,9:20:00 AM,,3,Incubating,1,0,0,0,0,0,,0,1,0,,,None,NONE,0,1,Partial depredation; egg cold - abandoned?
7315,RNR DICK 14 14,DICK,5,6/24/14,1,2014,1:10:00 PM,,2,Dead,0,0,0,0,0,0,,0,0,1,,,UNKNOWN,NONE,0,1,
5731,KLT DICK 2 15,DICK,0,6/23/15,1,2015,10:45,,0,Nestling,0,4,0,0,0,0,,1,0,1,0,,UNK,NONE,0,1,Day 2-3
5732,KLT DICK 2 15,DICK,1,6/26/15,1,2015,12:00,,3,Nestling,0,2,1,1,0,0,,0,0,1,0,,UNK,NONE,0,1,
7316,RNR DICK 15 14,DICK,4,6/21/14,1,2014,8:27:00 AM,,2,Dead,0,0,0,0,0,0,,0,0,1,,,UNKNOWN,NONE,0,1,Female chipping
6964,KLT DICK 2 16,DICK,0,6/4/16,1,2016,9:03:00 AM,,0,Building,0,0,0,0,0,0,,1,0,0,,,None,NONE,0,1,
6965,KLT DICK 2 16,DICK,1,6/5/16,1,2016,7:52:00 AM,,1,Building,0,0,0,0,0,1,,1,0,0,,,None,Unk,0,1,Might have captured nest building behavior on film.
6966,KLT DICK 2 16,DICK,2,6/7/16,1,2016,6:11:00 AM,,2,Incubating,2,0,1,0,0,0,,1,0,0,,,None,NONE,1,1,
6967,KLT DICK 2 16,DICK,3,6/11/16,1,2016,4:23:00 PM,,4,Incubating,2,0,2,0,0,0,,1,0,0,,,None,NONE,0,1,
6968,KLT DICK 2 16,DICK,4,6/15/16,1,2016,12:42:00 PM,,4,Incubating,2,0,2,0,0,0,,1,0,0,,,None,NONE,1,1,
6969,KLT DICK 2 16,DICK,5,6/18/16,1,2016,8:10:00 AM,,3,Incubating,2,0,2,0,0,0,,1,0,0,,,None,NONE,0,1,
6970,KLT DICK 2 16,DICK,6,6/21/16,1,2016,8:59:00 AM,,3,Incubating,2,0,2,0,0,0,,1,0,0,,,None,NONE,0,1,
6971,KLT DICK 2 16,DICK,7,6/24/16,1,2016,16:35,,3,Nestling,1,1,0,1,0,0,,1,0,0,0,,None,NONE,1,1,Unsure if there was a cowbird egg as well.
6972,KLT DICK 2 16,DICK,8,6/25/16,1,2016,6:11,,1,Nestling,1,1,0,1,0,1,,0,0,1,0,,unk,Unk,0,1,Unsure if there was a cowbird egg as well.
7319,RNR DICK 18 14,DICK,7,6/29/14,1,2014,11:16:00 AM,,1,Dead,0,0,0,0,0,0,,0,0,1,,,UNKNOWN,NONE,0,1,"Poop in nest; No one chipping nearby, but female chipping 40m away"
7714,KLT DICK 2 21,DICK ,0,5/30/21,,2021,9:40,"WPT, JEM",,Building,0,0,0,0,,0,0,1,0,0,0,,,,0,,"female building, male present"
7715,KLT DICK 2 21,DICK ,1,6/2/21,,2021,10:28,"CER, JNA, JEM, JJC",,Laying,1,0,2,0,,0,0,1,0,0,0,,,,1,,egg clear
7716,KLT DICK 2 21,DICK ,2,6/5/21,,2021,10:52,"CER, WPT",,Incubating,2,0,4,0,,0,0,1,0,0,0,,,,1,,female chipping
7717,KLT DICK 2 21,DICK ,3,6/8/21,,2021,10:03,JEM,,Incubating,1,0,4,0,,0,0,1,0,0,0,,,,0,,one cowbird thrown out
7718,KLT DICK 2 21,DICK ,4,6/11/21,,2021,8:08,HKG,,Incubating,0,0,5,0,,0,0,0,0,0,0,,,,0,,
7719,KLT DICK 2 21,DICK ,5,6/14/21,,2021,8:51,"JNA, MFM",,Nestling,0,0,4,1,,0,0,0,0,0,0,0,,,1,,"chick looked recently hatched, female very defensive"
7720,KLT DICK 2 21,DICK ,6,6/16/21,,2021,9:30,JJC,,Nestling,0,0,0,2,,0,0,0,0,0,0,0,,,0,,female chipping
7721,KLT DICK 2 21,DICK ,7,6/17/21,,2021,12:30,WPT,,Nestling,0,0,3,2,,0,0,0,0,0,0,,,,0,,picture
7320,RNR DICK 20 14,DICK,1,6/21/14,1,2014,9:14:00 AM,,3,Dead,0,0,0,0,0,0,,0,0,1,,,UNKNOWN,NONE,0,1,No one chipping
7321,KLT DICK 2 22,DICK,0,6/7/22,,2022,6:02,"JJC, JLS",,Nestling,0,2,0,0,,1,0,1,0,0,0,,,,1,,day 3/4
7322,KLT DICK 2 22,DICK,1,6/8/22,,2022,6:02,"JJC, NGP, SMG",,Nestling,0,2,0,0,,1,0,1,0,0,0,,,,1,,day 4/5
7321,RNR DICK 21 14,DICK,3,6/27/14,1,2014,8:21:00 AM,,2,Dead,0,0,0,0,0,0,,0,0,1,,,UNKNOWN,NONE,0,1,
4658,KLT DICK 20 13,DICK,0,7/3/13,1,2013,9:02:00 AM,,0,Incubating,0,0,2,0,0,0,,1,0,0,,,None,NONE,1,1,Observer AM. Inc. Flush. Annie thought it was a DICK
4659,KLT DICK 20 13,DICK,1,7/6/13,1,2013,1:00:00 PM,,3,Incubating,0,0,2,0,0,0,,1,0,0,,,None,NONE,0,1,Observer AM. Not on
4660,KLT DICK 20 13,DICK,2,7/8/13,1,2013,4:46:00 PM,,2,Nestling,0,0,0,2,0,0,,1,0,0,,,None,NONE,0,1,Observer SN. Not on
4661,KLT DICK 20 13,DICK,3,7/11/13,1,2013,5:57:00 PM,,3,Nestling,0,0,0,2,0,0,,1,0,0,,,None,NONE,0,1,Observer SN. Not on
4662,KLT DICK 20 13,DICK,4,7/14/13,1,2013,5:30:00 PM,,3,Nestling,0,0,0,2,0,0,,0,0,1,,,Unknown,NONE,0,1,"Observer SN. If hatched 7/7, would only be day 8 today, unlikely for fledging if not impossible"
4958,KLT DICK 20 14,DICK,0,6/11/14,1,2014,8:06:00 AM,,0,Laying,1,0,3,0,0,0,,1,0,0,,,None,NONE,1,1,CJD
4959,KLT DICK 20 14,DICK,1,6/14/14,1,2014,1:48:00 PM,,3,Incubating,3,0,5,0,0,0,,1,0,0,,,None,NONE,1,1,
4960,KLT DICK 20 14,DICK,2,6/17/14,1,2014,1:24:00 PM,,3,Incubating,3,0,5,0,0,0,,0,1,0,,,None,NONE,0,1,
5385,RNR DICK 22 14,DICK,4,7/1/14,1,2014,7:18:00 AM,,3,Abandoned,1,0,0,0,0,0,,0,1,1,,,UNKNOWN,NONE,0,1,7/1: Egg maybe a little chilled; 7/8: Egg is cold
7067,KLT DICK 20 16,DICK,0,7/16/16,1,2016,11:33:00 AM,,0,Incubating,5,0,0,0,0,0,,1,0,1,,,Unk,NONE,1,1,
7068,KLT DICK 20 16,DICK,1,7/20/16,1,2016,12:12,,4,Nestling,3,1,0,1,0,0,,1,0,0,0,,None,NONE,0,1,
7069,KLT DICK 20 16,DICK,2,7/24/16,1,2016,6:55,,4,Nestling,3,1,0,1,0,1,,1,0,0,0,,None,Unk,0,1,
7070,KLT DICK 20 16,DICK,3,7/25/16,1,2016,6:32,,1,Nestling,3,1,0,1,0,1,,1,0,0,0,,None,Unk,0,1,
7071,KLT DICK 20 16,DICK,4,7/25/16,1,2016,14:12,,0,Nestling,3,1,0,1,1,0,,1,0,0,0,,None,NONE,0,1,
7072,KLT DICK 20 16,DICK,5,7/26/16,1,2016,8:30,,1,Nestling,3,1,0,1,0,0,,1,0,0,0,,None,NONE,0,1,
7073,KLT DICK 20 16,DICK,6,7/27/16,1,2016,6:12,,1,Nestling,3,1,0,1,0,0,,1,0,0,0,,None,NONE,0,1,
7074,KLT DICK 20 16,DICK,7,7/28/16,1,2016,6:47,,1,Fledged,3,0,0,0,0,0,,1,0,0,1,1,None,NONE,0,1,
4663,KLT DICK 21 13,DICK,0,7/3/13,1,2013,1:13:00 PM,,0,Incubating,3,0,3,0,0,0,,1,0,0,,,None,NONE,1,1,Observer AM. Inc. Flush
4664,KLT DICK 21 13,DICK,1,7/8/13,1,2013,4:25:00 PM,,5,Incubating,3,0,3,0,0,0,,1,0,0,,,None,NONE,0,1,Observer SN.
4665,KLT DICK 21 13,DICK,2,7/10/13,1,2013,11:57:00 AM,,2,Nestling,1,2,0,3,0,0,,1,0,0,,,None,NONE,0,1,"Observer SN. Not on, Day 1-2"
4666,KLT DICK 21 13,DICK,3,7/13/13,1,2013,5:58:00 PM,,3,Nestling,0,1,0,3,0,0,,1,0,1,,,Unknown,NONE,0,1,Observer SN. Not on
4667,KLT DICK 21 13,DICK,4,7/14/13,1,2013,4:57:00 PM,,1,Nestling,0,1,0,3,0,0,,1,0,0,,,None,NONE,0,1,"Observer SN. Nestlings weighed, not on"
4668,KLT DICK 21 13,DICK,5,7/16/13,1,2013,7:06:00 PM,,2,Nestling,0,1,0,3,0,0,,1,0,0,,,None,NONE,0,1,Observer SN. Not on
4669,KLT DICK 21 13,DICK,6,7/18/13,1,2013,9:03:00 AM,,2,Nestling,0,0,0,3,0,0,,1,0,1,,,Unknown,NONE,0,1,Oberver SN. Partial Fledges.
4670,KLT DICK 21 13,DICK,7,7/20/13,1,2013,4:20:00 PM,,2,Nestling,0,0,0,3,0,0,,1,0,0,,,None,NONE,0,1,Observer SN. Poop in cup
4961,KLT DICK 21 14,DICK,0,6/11/14,1,2014,9:18:00 AM,,0,Laying,2,0,0,0,0,0,,1,0,0,,,None,NONE,0,1,KMM
4962,KLT DICK 21 14,DICK,1,6/14/14,1,2014,11:12:00 AM,,3,Incubating,3,0,1,0,0,0,,1,0,0,,,None,NONE,1,1,
4963,KLT DICK 21 14,DICK,2,6/17/14,1,2014,1:38:00 PM,,3,Incubating,3,0,1,0,0,0,,1,0,0,,,None,NONE,0,1,F nearby chipping
4964,KLT DICK 21 14,DICK,3,6/20/14,1,2014,4:04:00 PM,,3,Incubating,3,0,1,0,0,0,,1,0,0,,,None,NONE,0,1,
4965,KLT DICK 21 14,DICK,4,6/22/14,1,2014,1:35:00 PM,,2,Incubating,3,0,1,0,0,0,,1,0,0,,,None,NONE,1,1,2 of 3 DICK eggs looked strange in candling
4966,KLT DICK 21 14,DICK,5,6/23/14,1,2014,11:58:00 AM,,1,Incubating,3,0,1,0,0,0,,1,0,0,,,None,NONE,0,1,
4967,KLT DICK 21 14,DICK,6,6/24/14,1,2014,6:10:00 PM,,1,Nestling,2,1,0,1,0,0,,1,0,0,,,None,NONE,0,1,
4968,KLT DICK 21 14,DICK,7,6/27/14,1,2014,10:12:00 AM,,3,Nestling,2,1,0,1,0,0,,1,0,0,,,None,NONE,1,1,
4969,KLT DICK 21 14,DICK,8,6/29/14,1,2014,2:54:00 PM,,2,Nestling,2,1,0,1,1,0,,1,0,0,,,None,NONE,0,1,
4970,KLT DICK 21 14,DICK,9,6/30/14,1,2014,1:07:00 PM,,1,Nestling,2,1,0,1,0,0,,1,0,0,,,None,NONE,0,1,F and M present
4971,KLT DICK 21 14,DICK,10,7/1/14,1,2014,6:11:00 PM,,1,Nestling,2,1,0,1,0,0,,1,0,0,,,None,NONE,0,1,F and M near; M with food
4972,KLT DICK 21 14,DICK,11,7/2/14,1,2014,8:47:00 AM,,1,Nestling,2,1,0,1,0,0,,1,0,0,,,None,NONE,0,1,M with food
7253,KLT DICK 21 14,DICK,12,7/3/14,1,2014,2:40:00 PM,,1,Fledged,2,0,0,0,0,0,,1,0,0,,,None,NONE,0,1,"Initially, no parents around but came back 8 minutes later and both were there chipping a lot"
7075,KLT DICK 21 16,DICK,0,7/16/16,1,2016,11:47:00 AM,,0,Building,0,0,0,0,0,0,,1,0,0,,,None,NONE,0,1,
7076,KLT DICK 21 16,DICK,1,7/20/16,1,2016,12:10:00 PM,,4,Laying,3,0,0,0,0,0,,1,0,0,,,None,NONE,1,1,
7077,KLT DICK 21 16,DICK,2,7/23/16,1,2016,10:21:00 AM,,3,Incubating,4,0,0,0,0,0,,0,0,1,,,Unk,NONE,1,1,
7323,RNR DICK 24 14,DICK,2,6/26/14,1,2014,2:39:00 PM,,3,Dead,0,0,0,0,0,0,,0,0,1,,,UNKNOWN,NONE,0,1,Nest torn out
4671,KLT DICK 22 13,DICK,0,7/13/13,1,2013,7:45:00 PM,,0,Nestling,0,4,0,0,0,0,,1,0,0,,,None,NONE,1,1,"Observer CD. Inc Flush. Time noted is time trimbled, not time found. Maybe Day 2-3"
4672,KLT DICK 22 13,DICK,1,7/15/13,1,2013,4:28:00 PM,,2,Nestling,0,4,0,0,0,0,,1,0,0,,,None,NONE,1,1,"Observer SN. On nest, guess day 4"
4673,KLT DICK 22 13,DICK,2,7/18/13,1,2013,9:09:00 AM,,3,Nestling,0,4,0,0,0,0,,0,0,1,,,Unknown,NONE,0,1,Observer SN. Smoked
7079,KLT DICK 22 16,DICK,0,7/16/16,1,2016,12:12,,0,Nestling,0,4,0,0,0,0,,0,0,1,0,,Unk,NONE,1,1,
7325,RNR DICK 25 14,DICK,6,7/8/14,1,2014,10:47:00 AM,,4,Abandoned,2,0,0,0,0,0,,0,1,0,,,None,NONE,0,1,Abandoned
4674,KLT DICK 23 13,DICK,0,7/22/13,1,2013,6:46:00 AM,,0,Incubating,2,0,1,0,0,0,,1,0,0,,,None,NONE,1,1,Observer MK. 2-3 days?
4675,KLT DICK 23 13,DICK,1,7/25/13,1,2013,2:15:00 PM,,3,Incubating,2,0,1,0,0,0,,1,0,0,,,None,NONE,0,1,Observer SN. Not on
4676,KLT DICK 23 13,DICK,2,7/28/13,1,2013,10:03:00 AM,,3,Incubating,2,0,1,0,0,0,,0,0,1,,,Unknown,NONE,0,1,"Observer AM. Ants have overrun the nest, 2 eggs broken 1 left intact. I assume this means smoked."
4973,KLT DICK 23 14,DICK,0,6/13/14,1,2014,7:48:00 AM,,0,Incubating,5,0,0,0,0,0,,1,0,0,,,None,NONE,1,1,KMM: F flushed N
4974,KLT DICK 23 14,DICK,1,6/16/14,1,2014,11:57:00 AM,,3,Incubating,5,0,0,0,0,0,,1,0,0,,,None,NONE,1,1,
4975,KLT DICK 23 14,DICK,2,6/20/14,1,2014,2:19:00 PM,,4,Nestling,4,1,0,0,0,0,,1,0,0,,,None,NONE,0,1,
4976,KLT DICK 23 14,DICK,3,6/23/14,1,2014,7:39:00 AM,,3,Nestling,3,2,0,0,0,0,,1,0,0,,,None,NONE,0,1,F nearby chipping
4977,KLT DICK 23 14,DICK,4,6/25/14,1,2014,1:00:00 PM,,2,Nestling,3,2,0,0,1,0,,1,0,0,,,None,NONE,1,1,
4978,KLT DICK 23 14,DICK,5,6/26/14,1,2014,8:05:00 AM,,1,Nestling,3,2,0,0,0,0,,1,0,0,,,None,NONE,0,1,
4979,KLT DICK 23 14,DICK,6,6/27/14,1,2014,11:24:00 AM,,1,Nestling,3,2,0,0,0,0,,1,0,0,,,None,NONE,0,1,
4980,KLT DICK 23 14,DICK,7,6/28/14,1,2014,8:54:00 AM,,1,Nestling,3,2,0,0,0,0,,1,0,0,,,None,NONE,0,1,"Chicks are huge, ready to fledge"
7254,KLT DICK 23 14,DICK,8,6/29/14,1,2014,2:28:00 PM,,1,Fledged,3,0,0,0,0,0,,1,0,0,,,None,NONE,0,1,"F and M very chippy, poop oustide nest"
7081,KLT DICK 23 16,DICK,0,7/21/16,1,2016,8:53,,0,Nestling,1,2,0,0,0,0,,1,0,0,0,,None,NONE,1,1,
7082,KLT DICK 23 16,DICK,1,7/23/16,1,2016,10:19,,2,Nestling,0,3,0,0,0,0,,1,0,0,0,,None,NONE,0,1,
7083,KLT DICK 23 16,DICK,2,7/24/16,1,2016,6:50,,1,Nestling,0,3,0,0,0,1,,1,0,0,0,,None,Unk,0,1,
7084,KLT DICK 23 16,DICK,3,7/25/16,1,2016,6:32,,1,Nestling,0,3,0,0,0,1,,1,0,0,0,,None,Unk,0,1,
7085,KLT DICK 23 16,DICK,4,7/25/16,1,2016,14:30,,0,Nestling,0,3,0,0,1,0,,1,0,0,0,,None,NONE,0,1,
7086,KLT DICK 23 16,DICK,5,7/27/16,1,2016,6:20,,2,Nestling,0,3,0,0,0,0,,1,0,0,0,,None,NONE,0,1,
7087,KLT DICK 23 16,DICK,6,7/28/16,1,2016,6:51,,1,Nestling,0,3,0,0,0,0,,1,0,0,0,,None,NONE,0,1,
7088,KLT DICK 23 16,DICK,7,7/30/16,1,2016,14:35,,2,Fledged,0,0,0,0,0,0,,1,0,0,1,3,None,NONE,0,1,
4677,KLT DICK 24 13,DICK,0,7/22/13,1,2013,8:38:00 AM,,0,Incubating,4,0,0,0,0,0,,1,0,0,,,None,NONE,1,1,Observer AM
4678,KLT DICK 24 13,DICK,1,7/25/13,1,2013,2:05:00 PM,,3,Incubating,4,0,0,0,0,0,,1,0,0,,,None,NONE,0,1,Observer SN. Not on
4679,KLT DICK 24 13,DICK,2,7/28/13,1,2013,10:17:00 AM,,3,Incubating,4,0,0,0,0,0,,1,0,0,,,None,NONE,1,1,Observer AM. On nest
4680,KLT DICK 24 13,DICK,3,7/30/13,1,2013,2:30:00 PM,,2,Incubating,4,0,0,0,0,0,,1,0,0,,,None,NONE,0,1,Observer SN. Not on
4681,KLT DICK 24 13,DICK,4,8/2/13,1,2013,8:20:00 PM,,3,Nestling,0,4,0,0,0,0,,1,0,0,,,None,NONE,0,1,Observer SN. Not on; guess day 3 maybe 2
4682,KLT DICK 24 13,DICK,5,8/5/13,1,2013,8:30:00 PM,,3,Nestling,0,4,0,0,0,0,,1,0,0,,,None,NONE,0,1,"Observer SN. Day 5 or 6. Weigh tomorrow, not on"
4683,KLT DICK 24 13,DICK,6,8/6/13,1,2013,8:15:00 PM,,1,Nestling,0,4,0,0,0,0,,1,0,0,,,None,NONE,0,1,Observer SN. Not on. Too old to weigh
4684,KLT DICK 24 13,DICK,7,8/8/13,1,2013,7:05:00 PM,,2,Nestling,0,4,0,0,0,0,,1,0,0,,,None,NONE,0,1,Observer SN. Not on
4685,KLT DICK 24 13,DICK,8,8/13/13,1,2013,8:08:00 PM,,5,Nestling,0,4,0,0,0,0,,1,0,0,,,None,NONE,0,1,Observer SN. Fledged
4981,KLT DICK 24 14,DICK,0,6/13/14,1,2014,9:50:00 AM,,0,Laying,3,0,2,0,0,0,,1,0,0,,,None,NONE,1,1,KMM
4982,KLT DICK 24 14,DICK,1,6/15/14,1,2014,12:01:00 PM,,2,Incubating,4,0,2,0,0,0,,1,0,0,,,None,NONE,0,1,
4983,KLT DICK 24 14,DICK,2,6/18/14,1,2014,9:47:00 AM,,3,Incubating,4,0,2,0,0,0,,1,0,0,,,None,NONE,1,1,
4984,KLT DICK 24 14,DICK,3,6/21/14,1,2014,4:02:00 PM,,3,Incubating,4,0,2,0,0,0,,1,0,1,,,None,NONE,1,1,
4985,KLT DICK 24 14,DICK,4,6/24/14,1,2014,6:26:00 PM,,3,Nestling,1,2,1,1,0,0,,1,0,1,,,UNK,NONE,0,1,
4986,KLT DICK 24 14,DICK,5,6/27/14,1,2014,9:45:00 AM,,3,Nestling,1,2,0,1,0,0,,1,0,0,,,None,NONE,1,1,
4987,KLT DICK 24 14,DICK,6,6/29/14,1,2014,2:50:00 PM,,2,Nestling,0,3,0,1,1,0,,1,0,1,,,UNK,NONE,0,1,
4988,KLT DICK 24 14,DICK,7,6/30/14,1,2014,1:36:00 PM,,1,Nestling,0,1,0,1,0,0,,1,0,0,,,None,NONE,0,1,F with grasshopper; remaining chick looks day 7
7255,KLT DICK 24 14,DICK,8,7/1/14,1,2014,6:15:00 PM,,1,Fledged,0,0,0,0,0,0,,1,0,0,,,None,NONE,0,1,"F and M chipping nearby, F with food"
7089,KLT DICK 24 16,DICK,0,7/21/16,1,2016,14:14,,0,Nestling,0,2,0,2,0,0,,0,0,1,0,,Unk,NONE,1,1,
