Veg ID,Nest ID,Year,Direction,Distance,CSG,CSG w/FEAR,FEAR,WSG,SDV,FORB,LEGUME,WOOD,BARE,COVLIT,MaxHeight,LITDEPTH,LITDEPTH2,LITDEPTH3,Robel1,Robel2,Robel3,Robel4
1816,RIS 1 12,,cup,0,63,,63,3,,16,38,0,0,98,,2,,,2,3,5,2
1817,RIS 2 12,,N,5,63,,38,16,,16,38,3,3,86,,0,,,3,3,3,3
1818,RIS 2 12,,E,1,38,,3,16,,16,63,0,1,98,,0.25,,,3,4,3,3
1819,RIS 2 12,,S,4,38,,38,38,,16,16,0,16,63,,0,,,3,3,2,3
1820,RIS 2 12,,W,3,16,,3,38,,16,63,0,3,86,,0.25,,,3,3,3,3
1821,RIS 2 12,,cup,0,38,,16,38,,16,38,0,0,98,,1.5,,,3,4,2,3
1822,RIS 3 12,,N,4,63,,38,16,,16,38,0,0,98,,2,,,2,2,4,6
1823,RIS 3 12,,E,5,63,,38,3,,1,38,0,0,98,,1,,,3,2,2,5
1824,RIS 3 12,,S,1,86,,63,0,,3,38,0,1,86,,1,,,5,1,3,3
1825,RIS 3 12,,W,3,63,,38,3,,3,38,0,3,63,,0.75,,,3,2,5,1
1826,RIS 3 12,,cup,0,63,,38,16,,3,38,0,0,98,,1,,,3,4,3,2
1827,RIS 4 12,,N,4,16,,3,16,,38,3,0,38,16,,0,,,1,2,3,2
1828,RIS 4 12,,E,3,38,,38,38,,16,38,0,3,86,,1,,,2,2,1,3
1829,RIS 4 12,,S,2,38,,16,38,,3,16,0,0,98,,0.75,,,4,3,4,3
1830,RIS 4 12,,W,1,38,,16,38,,1,38,0,1,86,,0.5,,,2,3,3,2
1831,RIS 4 12,,cup,0,38,,16,38,,3,38,0,3,86,,0.75,,,2,2,3,3
1832,RIS 6 12,,N,5,86,,63,0,,3,63,0,1,63,,2.75,,,3,3,3,3
1833,RIS 6 12,,E,1,86,,63,3,,3,38,0,3,86,,0.25,,,3,4,4,4
1834,RIS 6 12,,S,2,63,,38,3,,16,38,0,3,86,,0,,,3,2,3,4
1835,RIS 6 12,,W,3,86,,63,3,,3,38,0,1,86,,2,,,6,3,6,6
1836,RIS 6 12,,cup,0,63,,38,0,,16,63,0,0,86,,0.5,,,2,4,5,6
1837,RIS 7 12,,N,2,63,,63,16,,3,3,0,0,98,,0.5,,,3,3,3,3
1838,RIS 7 12,,E,5,63,,63,0,,38,38,0,1,86,,0,,,1,1,3,4
1839,RIS 7 12,,S,1,63,,63,3,,3,16,0,3,63,,0,,,1,6,4,1
1840,RIS 7 12,,W,3,63,,38,0,,16,63,0,3,38,,0,,,3,3,4,5
1841,RIS 7 12,,cup,0,86,,63,0,,3,16,0,1,86,,0.5,,,3,2,3,3
1842,RIS ME 1 12,,N,2,86,,38,0,,3,16,0,16,98,,2,,,3,3,3,3
1843,RIS ME 1 12,,E,4,63,,38,3,,3,38,0,0,98,,3.25,,,3,3,1,2
1844,RIS ME 1 12,,S,1,86,,63,0,,3,16,0,3,86,,1,,,3,4,2,2
1845,RIS ME 1 12,,W,5,63,,38,3,,16,16,0,0,98,,2,,,3,4,2,2
1846,RIS ME 1 12,,cup,0,63,,38,0,,16,16,0,0,98,,2.25,,,3,3,4,4
1847,RIS ME 2 12,,N,1,63,,63,16,,3,16,0,3,86,,3.5,,,3,3,2,3
1848,RIS ME 2 12,,E,5,38,,38,38,,16,63,0,0,86,,2,,,3,3,3,3
1849,RIS ME 2 12,,S,4,86,,63,0,,1,16,0,3,86,,1,,,2,3,2,3
1850,RIS ME 2 12,,W,2,38,,16,16,,38,16,0,3,86,,3.25,,,4,2,3,5
1851,RIS ME 2 12,,cup,0,63,,63,16,,3,38,0,0,98,,2.5,,,3,2,2,3
1852,RIS ME 3 12,,N,5,63,,38,16,,38,38,0,0,63,,0,,,2,2,4,3
1853,RIS ME 3 12,,E,4,63,,38,16,,38,63,0,0,86,,0,,,2,2,2,4
1854,RIS ME 3 12,,S,2,63,,63,3,,16,38,3,16,86,,0.25,,,3,2,2,4
1855,RIS ME 3 12,,W,1,86,,38,3,,16,38,3,0,63,,0,,,2,2,2,1
1856,RIS ME 3 12,,cup,0,38,,16,16,,3,38,3,3,86,,0.25,,,2,2,2,2
1857,RIS ME 4 12,,N,5,63,,38,38,,3,63,0,0,98,,4,,,4,5,4,4
1858,RIS ME 4 12,,E,38,3,,63,0,,63,3,86,0,0,,5,,,5,5,5,5
1859,RIS ME 4 12,,S,3,16,,16,63,,1,16,0,3,86,,3,,,6,5,5,5
1860,RIS ME 4 12,,W,1,63,,16,38,,16,38,0,1,98,,3.25,,,4,4,4,5
1861,RIS ME 4 12,,cup,0,63,,38,38,,0,38,0,0,98,,0.5,,,5,4,4,4
1862,RIS DICK 1 12,,N,2,98,,86,0,,3,16,0,0,98,,2,,,2,3,5,3
1863,RIS DICK 1 12,,E,3,86,,86,0,,3,16,0,0,98,,2,,,4,4,4,4
1864,RIS DICK 1 12,,S,1,86,,86,0,,3,16,0,0,98,,2.5,,,4,5,4,4
1865,RIS DICK 1 12,,W,5,98,,98,0,,3,0,0,0,98,,3.75,,,4,4,4,6
1866,RIS DICK 1 12,,cup,0,98,,86,0,,16,3,0,0,98,,6,,,6,3,5,4
1867,RIS DICK 2 12,,N,2,63,,63,0,,3,16,0,0,98,,4.5,,,3,3,3,3
1868,RIS DICK 2 12,,E,1,86,,86,0,,3,38,16,0,98,,1,,,5,5,4,3
1869,RIS DICK 2 12,,S,3,86,,86,1,,0,16,3,0,98,,2,,,3,2,4,5
1870,RIS DICK 2 12,,W,4,86,,86,0,,16,38,0,0,98,,1.5,,,2,2,2,2
1871,RIS DICK 2 12,,cup,0,63,,63,0,,3,38,38,0,98,,3.75,,,7,10,6,5
1872,RIS DICK 3 12,,N,4,38,,16,38,,38,38,0,0,38,,0.5,,,4,5,4,5
1873,RIS DICK 3 12,,E,2,63,,38,3,,38,63,0,0,38,,0,,,5,2,3,3
1874,RIS DICK 3 12,,S,3,63,,38,16,,16,63,0,3,38,,0,,,7,3,3,4
1875,RIS DICK 3 12,,W,1,63,,38,3,,16,63,0,0,86,,0.75,,,2,2,3,3
1876,RIS DICK 3 12,,cup,0,63,,38,0,,38,63,0,0,38,,0,,,5,6,6,5
1877,RIS DICK 4 12,,N,5,63,,38,16,,16,63,0,0,86,,0.25,,,5,5,6,4
1878,RIS DICK 4 12,,E,3,63,,63,16,,38,38,0,0,98,,0.5,,,7,5,5,6
1879,RIS DICK 4 12,,S,1,38,,38,16,,38,38,3,0,98,,0,,,4,5,4,5
1880,RIS DICK 4 12,,W,4,63,,63,3,,3,38,0,0,98,,0.75,,,3,3,2,2
1881,RIS DICK 4 12,,cup,0,63,,63,16,,38,38,16,0,98,,0,,,6,5,6,6
1882,RIS DICK 5 12,,N,3,38,,38,63,,16,38,0,0,98,,4.5,,,2,2,3,4
1883,RIS DICK 5 12,,E,1,38,,38,63,,38,16,38,0,98,,4.25,,,3,5,3,5
1884,RIS DICK 5 12,,S,4,16,,3,63,,38,16,0,0,98,,4.25,,,4,2,2,3
1885,RIS DICK 5 12,,W,2,3,,3,63,,38,16,38,0,98,,1.25,,,5,5,5,5
1886,RIS DICK 5 12,,cup,0,86,,86,38,,38,16,38,0,98,,6.5,,,5,3,3,3
1887,RIS DICK 6 12,,N,5,38,,0,38,,38,16,0,0,38,,0,,,1,2,2,2
1888,RIS DICK 6 12,,E,4,63,,16,38,,16,16,0,1,63,,0,,,2,3,5,4
1889,RIS DICK 6 12,,S,3,63,,16,16,,38,63,0,0,38,,0.75,,,4,4,6,8
1890,RIS DICK 6 12,,W,2,63,,38,3,,38,16,0,0,86,,0.25,,,6,4,5,4
1891,RIS DICK 6 12,,cup,0,63,,16,3,,38,38,0,0,98,,0.25,,,3,7,5,3
1892,RIS DICK 7 12,,N,3,0,,0,86,,38,3,0,63,16,,0,,,3,2,3,3
1893,RIS DICK 7 12,,E,4,16,,0,63,,38,3,0,38,38,,0.25,,,2,3,2,3
1894,RIS DICK 7 12,,S,5,16,,3,63,,63,16,0,16,63,,0.25,,,3,4,5,4
1895,RIS DICK 7 12,,W,1,16,,16,63,,38,16,16,63,16,,0,,,3,3,6,3
1896,RIS DICK 7 12,,cup,0,3,,3,86,,63,3,0,63,16,,0,,,6,6,3,4
1897,RIS DICK 8 12,,N,2,63,,16,3,,3,16,0,3,86,,0,,,1,1,1,1
1898,RIS DICK 8 12,,E,4,63,,38,16,,3,16,0,0,86,,1,,,2,3,2,2
1899,RIS DICK 8 12,,S,3,63,,38,999,,3,16,0,0,86,,0,,,4,2,2,2
1900,RIS DICK 8 12,,W,5,63,,38,0,,38,16,0,0,98,,2,,,3,2,2,4
1901,RIS DICK 8 12,,cup,0,63,,38,3,,16,38,0,0,98,,2,,,5,2,2,3
1902,RIS DICK 9 12,,N,3,38,,16,38,,16,38,0,3,86,,0,,,2,2,2,2
1903,RIS DICK 9 12,,E,2,63,,38,0,,0,63,63,3,86,,7.75,,,5,5,4,4
1904,RIS DICK 9 12,,S,4,86,,86,0,,3,16,0,3,86,,5.5,,,3,4,3,4
1905,RIS DICK 9 12,,W,5,63,,38,38,,16,16,16,16,86,,2.5,,,4,4,4,5
1906,RIS DICK 9 12,,cup,0,63,,38,16,,0,38,38,3,86,,6,,,4,4,4,5
1907,RIS DICK 10 12,,N,3,16,,0,63,,38,3,0,3,38,,0,,,2,3,3,3
1908,RIS DICK 10 12,,E,2,16,,0,63,,38,3,0,3,63,,0,,,2,3,5,3
1909,RIS DICK 10 12,,S,1,38,,0,38,,38,38,0,1,63,,0,,,2,3,2,3
1910,RIS DICK 10 12,,W,4,16,,3,63,,16,38,0,1,63,,0.25,,,4,2,2,4
1911,RIS DICK 10 12,,cup,0,3,,0,38,,63,16,16,3,38,,0,,,5,4,4,4
1912,PYS 1 12,,N,3,38,,16,38,,38,16,0,0,86,,1.5,,,3,4,4,4
1913,PYS 1 12,,E,5,38,,16,38,,38,3,0,3,86,,0.25,,,3,2,3,2
1914,PYS 1 12,,S,1,63,,38,16,,16,3,0,0,98,,1.5,,,2,3,2,3
1915,PYS 1 12,,W,4,38,,16,38,,38,16,0,3,86,,0.5,,,4,2,3,4
1916,PYS 1 12,,cup,0,63,,38,16,,16,3,0,3,86,,0.75,,,3,2,2,2
1917,PYS 2 12,,N,5,63,,63,0,,38,16,0,0,98,,1,,,2,2,2,3
1918,PYS 2 12,,E,1,63,,38,0,,16,16,0,0,98,,0.25,,,2,2,3,3
1919,PYS 2 12,,S,2,63,,38,0,,38,16,0,0,98,,1.5,,,3,5,5,3
1920,PYS 2 12,,W,4,86,,63,0,,3,16,0,0,98,,2.25,,,3,2,3,3
1921,PYS 2 12,,cup,0,86,,63,0,,16,3,0,0,98,,1.5,,,4,4,5,1
1922,PYS 3 12,,N,2,63,,38,16,,38,38,0,3,63,,0,,,3,1,2,2
1923,PYS 3 12,,E,4,63,,63,38,,38,16,0,1,86,,1.75,,,4,4,5,4
1924,PYS 3 12,,S,3,86,,86,16,,3,38,0,0,98,,2,,,3,3,4,2
1925,PYS 3 12,,W,1,86,,63,16,,16,38,0,0,98,,2,,,2,3,4,3
1926,PYS 3 12,,cup,0,63,,38,16,,3,16,0,1,86,,0.75,,,2,2,2,2
1927,PYS 4 12,,N,3,63,,63,16,,38,16,0,16,63,,0,,,2,1,2,3
1928,PYS 4 12,,E,2,86,,63,0,,16,38,0,3,86,,0.75,,,3,4,3,3
1929,PYS 4 12,,S,4,63,,38,38,,16,38,0,3,86,,1.25,,,3,3,2,2
1930,PYS 4 12,,W,1,63,,38,16,,38,16,0,16,63,,2,,,3,2,4,2
1931,PYS 4 12,,cup,0,63,,38,16,,3,16,0,3,98,,1,,,2,2,2,3
1932,PYS 6 12,,N,2,38,,3,38,,63,16,0,1,38,,0,,,3,3,3,4
1933,PYS 6 12,,E,5,63,,16,0,,38,38,0,0,86,,1,,,3,3,2,3
1934,PYS 6 12,,S,3,38,,16,16,,38,38,0,1,63,,0,,,2,2,3,3
1935,PYS 6 12,,W,1,38,,16,16,,63,16,0,1,63,,0.25,,,3,3,2,3
1936,PYS 6 12,,cup,0,63,,38,3,,3,3,0,16,86,,2,,,3,3,3,2
1937,PYS 7 12,,N,4,38,,16,16,,38,63,0,3,86,,0,,,2,3,4,3
1938,PYS 7 12,,E,5,63,,38,3,,38,38,0,1,86,,0.5,,,2,2,4,3
1939,PYS 7 12,,S,2,38,,16,3,,16,63,0,1,86,,0,,,3,4,2,2
1940,PYS 7 12,,W,1,63,,38,38,,38,38,0,0,86,,0,,,5,4,2,4
1941,PYS 7 12,,cup,0,63,,38,16,,16,38,0,0,86,,0.25,,,4,3,3,4
1942,PYS 9 12,,N,2,38,,16,38,,3,3,0,3,98,,1.5,,,2,4,3,3
1943,PYS 9 12,,E,4,38,,3,38,,3,3,0,0,98,,2,,,4,2,3,3
1944,PYS 9 12,,S,1,16,,3,63,,3,16,0,0,98,,1.75,,,2,3,3,2
1945,PYS 9 12,,W,3,38,,3,38,,3,3,0,0,98,,5,,,4,3,6,5
1946,PYS 9 12,,cup,0,16,,3,63,,3,3,0,0,98,,2,,,3,3,3,5
1947,PYS 11 12,,N,5,86,,63,0,,16,38,0,1,86,,0.25,,,3,5,5,3
1948,PYS 11 12,,E,2,63,,63,0,,38,38,0,1,38,,0,,,5,4,5,3
1949,PYS 11 12,,S,3,86,,63,3,,16,38,0,0,63,,0.25,,,2,2,2,3
1950,PYS 11 12,,W,4,86,,63,0,,3,16,0,1,63,,0,,,3,3,2,3
1951,PYS 11 12,,cup,0,63,,38,16,,16,38,0,3,86,,0,,,3,2,3,3
1952,PYS 12 12,,N,3,86,,63,0,,16,16,0,3,63,,0.25,,,2,1,3,3
1953,PYS 12 12,,E,4,38,,16,16,,16,16,0,38,16,,0,,,1,1,2,1
1954,PYS 12 12,,S,1,63,,38,3,,63,38,0,3,63,,0,,,1,2,2,2
1955,PYS 12 12,,W,2,63,,38,1,,16,38,0,3,38,,0.25,,,1,2,1,1
1956,PYS 12 12,,cup,0,63,,38,3,,38,16,0,3,63,,0,,,2,1,2,2
1957,PYS 13 12,,N,2,38,,16,0,,38,3,0,3,63,,0.25,,,3,3,3,3
1958,PYS 13 12,,E,1,38,,16,0,,38,16,0,3,63,,0,,,3,2,3,5
1959,PYS 13 12,,S,3,63,,38,0,,38,3,0,16,38,,0,,,3,3,3,3
1960,PYS 13 12,,W,4,86,,63,0,,38,16,0,3,63,,0,,,3,2,3,3
1961,PYS 13 12,,cup,0,63,,38,1,,38,16,0,3,63,,0,,,2,3,2,2
1963,PYS 14 12,,N,1,86,,63,3,,38,38,0,0,98,,1.25,,,3,3,2,3
1964,PYS 14 12,,E,4,63,,38,0,,63,38,0,1,86,,0.25,,,3,3,3,3
1965,PYS 14 12,,S,3,63,,38,0,,16,38,16,0,98,,2.5,,,3,2,2,2
1966,PYS 14 12,,W,5,86,,63,1,,16,38,0,0,98,,1.75,,,2,3,5,3
1967,PYS 14 12,,cup,0,86,,86,0,,38,38,0,0,98,,1.5,,,3,3,3,3
1968,PYS 15 12,,N,2,86,,38,3,,38,38,0,0,98,,0.75,,,4,5,4,3
1969,PYS 15 12,,E,3,86,,63,3,,38,38,3,0,98,,2,,,3,3,4,3
1970,PYS 15 12,,S,1,63,,38,0,,63,38,0,0,98,,1.5,,,4,3,3,4
1971,PYS 15 12,,W,5,63,,38,3,,38,38,0,0,86,,0,,,4,4,4,4
1972,PYS 15 12,,cup,0,63,,38,3,,63,16,0,0,86,,3.75,,,3,3,3,3
1973,PYS 16 12,,N,2,38,,16,63,,16,3,0,1,98,,0.5,,,2,2,2,2
1974,PYS 16 12,,E,5,38,,3,16,,63,16,0,0,86,,0.25,,,5,2,4,2
1975,PYS 16 12,,S,1,38,,3,38,,63,1,0,0,98,,0.25,,,2,2,2,2
1976,PYS 16 12,,W,4,63,,38,16,,3,3,0,3,86,,1.5,,,2,2,2,2
1977,PYS 16 12,,cup,0,38,,16,63,,16,3,0,0,86,,0.25,,,2,3,3,2
1978,PYS 17 12,,N,4,16,,0,63,,38,16,0,3,86,,3.25,,,3,4,4,4
1979,PYS 17 12,,E,2,16,,16,38,,38,16,0,16,86,,0,,,5,3,4,3
1980,PYS 17 12,,S,1,16,,3,63,,38,16,0,3,98,,3.25,,,3,3,4,4
1981,PYS 17 12,,W,3,16,,38,63,,38,16,0,3,98,,4.75,,,4,3,3,5
1982,PYS 17 12,,cup,0,16,,0,38,,38,3,0,0,98,,6,,,3,3,3,3
1983,PYS 18 12,,N,2,16,,3,38,,38,16,0,0,98,,2.5,,,2,3,5,3
1984,PYS 18 12,,E,3,16,,3,38,,38,16,0,16,63,,1,,,3,3,1,2
1985,PYS 18 12,,S,4,16,,3,63,,38,38,0,0,98,,3,,,3,2,3,1
1986,PYS 18 12,,W,1,16,,16,63,,63,16,0,38,38,,0,,,2,1,2,4
1987,PYS 18 12,,cup,0,16,,3,63,,63,16,0,0,98,,2,,,2,2,3,3
1988,PYS 19 12,,N,3,63,,63,0,,16,38,0,3,86,,0.25,,,2,1,1,1
1989,PYS 19 12,,E,5,63,,63,0,,16,38,0,3,86,,0,,,2,3,1,2
1990,PYS 19 12,,S,2,86,,63,0,,16,38,0,1,98,,0,,,5,2,5,5
1991,PYS 19 12,,W,4,63,,63,3,,38,63,0,0,98,,0.25,,,2,1,3,1
1992,PYS 19 12,,cup,0,63,,38,16,,16,38,0,0,98,,1,,,2,1,2,2
1993,PYS 20 12,,N,4,86,,86,3,,16,16,0,0,98,,2.5,,,3,4,5,3
1994,PYS 20 12,,E,2,98,,86,0,,0,16,0,0,98,,2.75,,,3,3,2,3
1995,PYS 20 12,,S,1,86,,86,3,,3,16,0,1,98,,2,,,3,3,2,3
1996,PYS 20 12,,W,5,86,,63,3,,16,16,0,3,63,,0,,,3,3,3,4
1997,PYS 20 12,,cup,0,86,,63,3,,3,16,0,0,98,,1.5,,,3,4,3,3
1998,PYS 21 12,,N,5,38,,38,16,,38,63,0,0,98,,2.5,,,2,3,6,2
1999,PYS 21 12,,E,2,38,,38,3,,63,38,0,0,98,,3,,,5,4,3,2
2000,PYS 21 12,,S,3,38,,38,0,,63,38,0,0,98,,2,,,4,3,2,2
2001,PYS 21 12,,W,4,38,,16,16,,63,63,0,1,98,,0.25,,,6,2,2,2
2002,PYS 21 12,,cup,0,38,,16,38,,38,86,0,1,86,,0.25,,,6,1,5,4
2003,PYS 22 12,,N,5,86,,86,0,,16,38,0,0,98,,1,,,2,1,1,2
2004,PYS 22 12,,E,4,86,,86,0,,16,16,0,0,98,,1,,,2,2,1,2
2005,PYS 22 12,,S,3,86,,86,0,,16,16,0,0,98,,1,,,2,2,2,2
2006,PYS 22 12,,W,2,86,,86,0,,3,38,0,0,98,,3,,,2,2,3,2
2007,PYS 22 12,,cup,0,98,,98,0,,3,16,0,0,98,,1,,,2,2,3,2
2008,PYS 23 12,,N,1,63,,38,38,,38,16,0,0,98,,6.25,,,2,3,2,3
2009,PYS 23 12,,E,4,86,,86,0,,0,38,0,0,98,,8,,,3,4,2,3
2010,PYS 23 12,,S,2,86,,63,16,,0,16,0,0,98,,7.5,,,2,5,3,2
2011,PYS 23 12,,W,3,63,,63,38,,38,16,0,0,98,,4.25,,,2,2,2,4
2012,PYS 23 12,,cup,0,63,,38,0,,38,16,0,0,98,,8,,,3,3,2,2
2013,PYS ME 3 12,,N,2,63,,63,38,,3,16,0,0,98,,1.5,,,3,2,3,3
2014,PYS ME 3 12,,E,3,86,,63,0,,16,16,0,0,86,,0.25,,,2,3,3,3
2015,PYS ME 3 12,,S,4,63,,38,0,,16,38,0,3,86,,0.25,,,3,2,4,3
2016,PYS ME 3 12,,W,1,63,,63,38,,16,16,0,0,86,,0,,,999,999,999,999
2017,PYS ME 3 12,,cup,0,38,,16,38,,16,16,0,0,86,,0.75,,,3,2,3,3
2018,PYS ME 4 12,,N,3,63,,38,38,,63,16,0,0,98,,1,,,4,5,5,5
2019,PYS ME 4 12,,E,2,38,,16,16,,63,38,0,3,16,,0,,,3,2,2,2
2020,PYS ME 4 12,,S,4,38,,16,38,,63,38,0,1,38,,0,,,3,4,2,3
2021,PYS ME 4 12,,W,1,63,,38,16,,63,38,0,1,63,,0,,,4,3,4,3
2022,PYS ME 4 12,,cup,0,63,,38,38,,16,38,0,0,98,,3,,,3,3,4,4
2023,PYS ME 5 12,,N,5,63,,38,16,,38,16,0,0,98,,2,,,1,2,2,3
2024,PYS ME 5 12,,E,3,38,,16,3,,3,38,0,1,63,,0,,,1,1,1,1
2025,PYS ME 5 12,,S,2,63,,16,16,,16,38,0,3,63,,0,,,2,1,2,2
2026,PYS ME 5 12,,W,1,38,,16,38,,38,38,0,0,63,,0,,,3,3,2,2
2027,PYS ME 5 12,,cup,0,63,,38,16,,38,38,0,0,86,,0.5,,,3,2,3,2
2028,PYS ME 6 12,,N,2,86,,63,0,,16,38,0,0,98,,1.5,,,1,2,2,1
2029,PYS ME 6 12,,E,5,86,,63,0,,16,16,0,0,98,,2,,,1,2,2,2
2030,PYS ME 6 12,,S,3,98,,86,0,,0,16,0,0,98,,6,,,4,3,2,1
2031,PYS ME 6 12,,W,4,86,,63,0,,0,38,0,0,98,,3.5,,,3,2,2,3
2032,PYS ME 6 12,,cup,0,63,,63,3,,3,3,0,0,98,,2.5,,,2,2,2,2
2033,PYS ME 7 12,,N,3,63,,38,3,,16,38,0,0,98,,1.5,,,4,3,3,3
2034,PYS ME 7 12,,E,5,63,,38,16,,38,38,0,0,98,,1,,,3,3,3,3
2035,PYS ME 7 12,,S,1,63,,38,16,,16,38,0,0,98,,2,,,4,3,4,4
2036,PYS ME 7 12,,W,2,63,,38,16,,3,38,3,0,98,,3.5,,,3,4,4,4
2037,PYS ME 7 12,,cup,0,86,,38,0,,3,16,0,0,98,,1.75,,,3,4,3,3
2038,PYS ME 8 12,,N,1,86,,63,0,,0,38,0,0,98,,3.5,,,3,4,3,3
2039,PYS ME 8 12,,E,2,86,,63,0,,16,38,0,0,98,,3,,,5,5,6,4
2040,PYS ME 8 12,,S,4,86,,86,0,,38,38,0,0,98,,10,,,5,4,5,5
2041,PYS ME 8 12,,W,5,63,,63,0,,3,16,0,0,98,,3.75,,,4,2,2,5
2042,PYS ME 8 12,,cup,0,63,,38,16,,38,38,0,0,98,,6,,,3,3,4,3
2043,PYS DICK 1 12,,N,5,86,,63,0,,38,38,0,0,86,,0.25,,,2,2,2,2
2044,PYS DICK 1 12,,E,1,86,,63,0,,3,38,0,0,98,,2.75,,,3,2,2,2
2045,PYS DICK 1 12,,S,2,86,,63,0,,16,38,0,0,98,,1.5,,,3,2,3,3
2046,PYS DICK 1 12,,W,4,63,,38,0,,38,38,0,0,86,,0.25,,,1,1,1,2
2047,PYS DICK 1 12,,cup,0,98,,86,0,,0,38,0,0,98,,3.75,,,3,3,3,3
2048,PYS DICK 2 12,,S,3,63,,63,0,,16,38,0,0,86,,0.25,,,3,3,2,2
2049,PYS DICK 2 12,,W,4,63,,63,0,,38,38,0,0,98,,1,,,2,2,2,3
2050,PYS DICK 2 12,,E,5,63,,38,0,,38,38,0,0,86,,0,,,2,3,3,2
2051,PYS DICK 2 12,,N,1,63,,38,0,,16,63,0,0,86,,0.5,,,2,2,4,3
2052,PYS DICK 2 12,,cup,0,63,,63,0,,38,38,16,0,86,,0.5,,,6,4,4,4
2053,PYS DICK 3 12,,N,4,63,,63,0,,16,16,0,0,86,,1,,,2,2,2,2
2054,PYS DICK 3 12,,E,3,63,,38,0,,38,16,0,3,86,,4,,,2,3,3,3
2055,PYS DICK 3 12,,S,1,63,,63,0,,63,16,0,16,63,,1.5,,,4,4,4,3
2056,PYS DICK 3 12,,W,5,98,,98,0,,0,16,0,0,98,,6,,,4,3,4,5
2057,PYS DICK 3 12,,cup,0,86,,38,0,,38,16,0,3,86,,2.25,,,4,4,5,3
2058,PYS DICK 4 12,,N,2,86,,63,3,,38,1,0,0,98,,4.5,,,6,4,5,7
2059,PYS DICK 4 12,,E,1,86,,86,0,,3,0,1,0,98,,3,,,7,5,5,8
2060,PYS DICK 4 12,,S,3,86,,86,0,,16,3,0,0,98,,3.75,,,7,4,6,4
2061,PYS DICK 4 12,,W,4,86,,86,1,,3,0,63,0,98,,5.75,,,6,9,9,8
2062,PYS DICK 4 12,,cup,0,86,,86,0,,3,0,63,0,98,,10.75,,,5,8,6,7
2063,PYS DICK 5 12,,cup,999,999,,999,999,,999,999,999,999,999,,999,,,999,999,999,999
2064,PYS DICK 6 12,,N,2,63,,63,16,,38,16,0,0,63,,0,,,4,4,4,4
2065,PYS DICK 6 12,,E,3,38,,38,38,,38,38,0,0,63,,0,,,4,3,5,5
2066,PYS DICK 6 12,,S,1,38,,16,38,,38,16,3,0,63,,0,,,4,5,5,5
2067,PYS DICK 6 12,,W,4,38,,16,38,,63,38,0,3,38,,0,,,3,4,5,3
2068,PYS DICK 6 12,,cup,0,38,,38,63,,38,16,0,3,63,,0,,,5,6,6,5
2069,PYN 1 12,,N,1,63,,38,16,,3,38,0,3,86,,1,,,3,4,4,4
2070,PYN 1 12,,E,5,63,,38,63,,3,16,0,3,98,,2.25,,,3,4,3,3
2071,PYN 1 12,,S,3,38,,16,63,,16,16,0,3,86,,1,,,3,3,2,2
2072,PYN 1 12,,W,4,38,,38,16,,16,16,0,16,38,,0,,,2,3,2,3
2073,PYN 1 12,,cup,0,63,,38,38,,3,16,0,16,63,,0.5,,,3,4,4,3
2074,PYN 2 12,,N,1,63,,63,38,,0,16,0,0,98,,3.75,,,4,3,3,2
2075,PYN 2 12,,E,4,63,,38,38,,16,16,0,0,98,,2,,,2,4,3,3
2076,PYN 2 12,,S,5,63,,63,63,,3,16,0,0,98,,3,,,4,4,3,4
2077,PYN 2 12,,W,2,86,,63,16,,16,38,0,0,98,,3.25,,,3,6,4,5
2078,PYN 2 12,,cup,0,63,,16,38,,3,38,0,0,98,,3.5,,,4,4,4,4
2079,PYN 3 12,,N,2,63,,38,16,,16,16,0,1,63,,0.25,,,2,2,4,6
2080,PYN 3 12,,E,4,38,,16,16,,16,38,0,3,86,,0.25,,,2,3,3,2
2081,PYN 3 12,,S,1,63,,38,38,,16,16,0,3,63,,0,,,5,4,3,3
2082,PYN 3 12,,W,3,63,,38,16,,16,16,0,3,38,,0,,,3,2,11,5
2083,PYN 3 12,,cup,0,63,,38,16,,16,38,0,1,86,,0.5,,,3,2,9,2
2084,PYN 4 12,,N,3,63,,63,16,,16,16,0,0,98,,0.25,,,3,2,3,2
2085,PYN 4 12,,E,5,63,,38,38,,38,38,0,0,86,,1.5,,,2,3,3,3
2086,PYN 4 12,,S,1,63,,63,16,,16,38,0,0,98,,2,,,3,2,3,5
2087,PYN 4 12,,W,4,63,,63,16,,16,38,0,0,86,,999,,,3,3,3,2
2088,PYN 4 12,,cup,0,86,,63,3,,38,16,0,0,98,,2,,,5,5,5,5
2089,PYN 5 12,,N,5,63,,38,16,,3,16,0,16,38,,0,,,1,1,2,2
2090,PYN 5 12,,E,4,38,,16,1,,3,38,0,16,38,,0,,,0,1,1,2
2091,PYN 5 12,,S,1,38,,16,16,,16,16,0,16,38,,0,,,2,1,1,3
2092,PYN 5 12,,W,2,63,,38,3,,16,38,0,3,38,,0,,,2,1,3,2
2093,PYN 5 12,,cup,0,63,,38,16,,16,16,0,3,38,,0,,,1,2,2,1
2094,PYN 6 12,,N,1,86,,86,0,,16,16,0,3,38,,0,,,3,5,2,3
2095,PYN 6 12,,E,5,63,,38,16,,16,38,0,3,16,,0,,,2,2,3,4
2096,PYN 6 12,,S,4,63,,38,3,,38,38,0,3,16,,0,,,3,3,1,2
2097,PYN 6 12,,W,2,38,,16,3,,3,38,0,16,16,,0,,,3,3,1,1
